Symbol	Training_Set	NetWAS_Score
RBMX	0	-0.721349
TCEA2	-1	-0.721375
RBPJ	0	-0.721423
HMGXB3	-1	-0.721429
CEACAM1	-1	-0.721438
TCF7L1	-1	-0.721461
HSDL2	-1	-0.721479
ASCC3	-1	-0.721627
SKP2	-1	-0.721648
MFAP1	-1	-0.721653
FAM107A	-1	-0.72166
VMP1	0	-0.721677
CERS6	0	-0.721701
ABI1	0	-0.721734
SHB	-1	-0.721782
FBN2	-1	-0.72188
TSPAN10	-1	-0.721886
AAK1	-1	-0.721917
CCNL1	-1	-0.722001
EIF4A3	-1	-0.722166
ARF4	-1	-0.722175
COX16	-1	-0.722184
KLK12	-1	-0.72221
HEATR2	0	-0.72223
CIAO1	-1	-0.722324
NPW	-1	-0.722335
SMOX	-1	-0.722361
COL27A1	-1	-0.72243
PNPLA1	-1	-0.722451
ANO1	-1	-0.72246
POLR1B	-1	-0.722488
EGR3	-1	-0.722516
TOPBP1	-1	-0.722586
TRIM14	-1	-0.722605
OXA1L	-1	-0.722613
MAN1A1	-1	-0.722637
GPR65	-1	-0.722773
ACP2	-1	-0.722793
MCOLN1	-1	-0.722823
SYDE2	-1	-0.722902
SAMD4A	-1	-0.722958
ADAM23	-1	-0.722977
DNAJC19	-1	-0.723064
SPTLC2	-1	-0.723162
DNLZ	0	-0.723194
FAM203A	0	-0.723215
RICTOR	0	-0.723247
AMD1	-1	-0.723284
D2HGDH	-1	-0.723345
SLC19A1	-1	-0.723401
OXSR1	-1	-0.723421
CTSA	-1	-0.723449
STK32B	-1	-0.723499
STK35	-1	-0.723539
PROM2	-1	-0.723565
PIGF	-1	-0.723586
SUPV3L1	-1	-0.723633
PRMT2	-1	-0.723751
E2F5	-1	-0.72376
TDG	-1	-0.723779
HRASLS2	-1	-0.723783
ST6GALNAC4	-1	-0.723785
POLL	-1	-0.723802
TAB3	0	-0.723822
TBCD	-1	-0.723841
PLEKHN1	-1	-0.723847
ATG16L1	-1	-0.723904
DNAJA3	-1	-0.724028
GRIK2	-1	-0.724072
LRPPRC	-1	-0.724082
HAPLN1	-1	-0.724207
POLR2A	-1	-0.72422
LNPEP	-1	-0.724228
ADAMDEC1	-1	-0.724299
APOBEC3H	-1	-0.724338
ARHGAP17	-1	-0.724349
STMN3	0	-0.724388
MAPK4	-1	-0.72445
TSPAN5	-1	-0.724473
ZAR1	-1	-0.724494
PPP1R11	0	-0.724497
MFN1	-1	-0.72459
THNSL2	-1	-0.724624
APC	-1	-0.724628
GLRX2	-1	-0.724682
ABHD17B	0	-0.724745
ZFR	-1	-0.724749
PPP2R5A	-1	-0.724795
CASD1	-1	-0.724851
KIAA1715	0	-0.724911
SS18L1	-1	-0.725081
RPL28	-1	-0.725093
PEAR1	-1	-0.725102
RPS6KA5	-1	-0.725154
LEMD3	-1	-0.725157
HSPA14	-1	-0.725226
PLOD1	-1	-0.725239
ORC6	0	-0.725369
RTKN	-1	-0.725522
JAK3	-1	-0.72556
ZNF385A	-1	-0.725576
MAGEL2	-1	-0.725781
CCDC6	-1	-0.725888
CALD1	-1	-0.72589
HRSP12	0	-0.725934
CRAT	-1	-0.725951
HADHB	-1	-0.725953
ARHGDIG	-1	-0.725957
ZC3H15	-1	-0.726013
KIAA1467	0	-0.726078
STT3B	-1	-0.726098
MTX3	-1	-0.726159
PGLYRP4	-1	-0.726172
ZFP36	-1	-0.726196
CST9	-1	-0.726255
PDCD5	-1	-0.726381
CDC123	-1	-0.726446
NEO1	-1	-0.726541
FAM129A	-1	-0.726587
PHPT1	-1	-0.726648
CUTC	-1	-0.726659
C4orf48	-1	-0.726674
ITGAX	-1	-0.726715
NOP58	-1	-0.72678
HILPDA	0	-0.726794
MAEA	-1	-0.726824
GTF3C6	0	-0.726966
SEC61A1	-1	-0.726985
CHN1	-1	-0.727015
CEP70	-1	-0.727034
RBM19	-1	-0.727091
LARP4B	0	-0.727191
DDX17	-1	-0.727239
VPS37A	-1	-0.727267
SYT8	-1	-0.727285
SMPD3	-1	-0.727313
CYTH2	-1	-0.727335
CHCHD10	-1	-0.727425
NBEA	-1	-0.727515
SPATA5L1	-1	-0.727532
BACH1	-1	-0.727533
RHOU	-1	-0.727543
CUL1	-1	-0.72755
PLBD1	-1	-0.727653
UTP14C	-1	-0.727757
TNFRSF25	-1	-0.727778
ANKAR	-1	-0.727801
MYH9	-1	-0.727853
FAM212A	0	-0.727858
LYPD2	-1	-0.727859
GPR1	-1	-0.727891
TP53BP1	-1	-0.727901
SIGLEC7	-1	-0.727919
METRN	-1	-0.727939
COG1	-1	-0.72798
SLC43A3	-1	-0.728018
RANGAP1	-1	-0.728057
OCA2	-1	-0.72811
ING2	-1	-0.728128
ANGPT4	-1	-0.728231
CANX	-1	-0.728238
COX14	0	-0.72824
ARFRP1	-1	-0.72824
TPCN1	-1	-0.728252
TBX4	-1	-0.72831
LMAN1	-1	-0.728327
NF2	-1	-0.728485
ARRDC5	-1	-0.728498
CRISPLD2	-1	-0.728499
TUBA1B	-1	-0.728508
TMEM132D	-1	-0.728603
NDUFA8	-1	-0.728608
ZNF696	-1	-0.728616
SORBS2	-1	-0.728717
MAPK1IP1L	-1	-0.728741
ZNF385C	-1	-0.728753
SIN3A	-1	-0.728836
SNAP25	-1	-0.728856
PHACTR2	-1	-0.728921
CCDC136	-1	-0.728923
CD248	-1	-0.728965
TANGO2	0	-0.729091
FAM219B	0	-0.729095
GTF2E1	-1	-0.729307
NR1H2	-1	-0.72935
ZBTB1	-1	-0.729432
PPM1F	-1	-0.729444
NT5DC1	-1	-0.729469
CREB5	-1	-0.729593
MEAF6	0	-0.729604
DCLRE1A	-1	-0.729639
PRR24	0	-0.729671
NPY2R	-1	-0.729769
CTU1	0	-0.729769
IDH3B	-1	-0.729873
CAPN7	-1	-0.729874
DTX3L	-1	-0.729905
CNTN3	-1	-0.729994
TWIST1	-1	-0.730158
KRTAP10-2	-1	-0.730193
NFATC4	-1	-0.730241
AMZ1	-1	-0.730305
B3GNT3	-1	-0.730431
WDR83OS	0	-0.730538
LRRCC1	-1	-0.730557
C14orf177	-1	-0.730604
ATN1	-1	-0.730643
MRPL47	-1	-0.73065
SIRPA	-1	-0.730702
KCTD9	-1	-0.73072
RILPL1	-1	-0.730741
PCCB	-1	-0.730743
SLC33A1	-1	-0.730754
PALLD	-1	-0.73084
PORCN	0	-0.730861
RUNX3	-1	-0.730882
MYNN	-1	-0.731043
CCDC59	-1	-0.731108
FTL	-1	-0.731113
COG8	-1	-0.731145
PELI3	-1	-0.731154
MAFG	-1	-0.731176
TLE3	-1	-0.731244
GSDMD	-1	-0.731291
RAB5C	-1	-0.731373
RGS7	-1	-0.731397
GRHL1	-1	-0.731473
C19orf10	0	-0.731515
SSBP4	-1	-0.731547
VWA1	-1	-0.731568
HACL1	-1	-0.731584
QTRT1	-1	-0.731593
CLDN12	-1	-0.731679
ZNF813	-1	-0.731695
NIPSNAP3A	-1	-0.731845
PSMG2	0	-0.731885
RPL12	-1	-0.73192
FAM115C	0	-0.732015
TMPPE	-1	-0.732044
TECPR2	-1	-0.732097
ATXN1	-1	-0.732116
SIGLEC14	-1	-0.732134
DACT2	-1	-0.732187
GUSB	-1	-0.732192
HERC3	-1	-0.732281
BNIP2	-1	-0.732306
WDR87	-1	-0.732385
RNF13	-1	-0.732449
PKNOX1	-1	-0.732615
CMC1	-1	-0.732649
BBS2	-1	-0.732655
CPT1A	-1	-0.732671
ETV6	-1	-0.732732
MRRF	-1	-0.732746
RAPGEF2	-1	-0.73283
IRF2BP2	-1	-0.73318
ZNF799	-1	-0.733193
TOX3	-1	-0.733196
CACNB3	-1	-0.733221
NOL9	-1	-0.733264
NKRF	0	-0.733273
RSPRY1	-1	-0.733376
APP	1	-0.73339
HDHD1	0	-0.73347
FAM214B	0	-0.733476
DIO2	-1	-0.733717
IL10RA	-1	-0.73385
PNPLA8	-1	-0.733856
IL18RAP	-1	-0.733868
MLKL	-1	-0.733868
CUL4B	0	-0.733935
HAPLN2	-1	-0.733939
ZBTB18	0	-0.733949
NID1	-1	-0.733973
ERP29	-1	-0.734047
MND1	-1	-0.734136
ARL2BP	-1	-0.734144
MYBL2	-1	-0.734152
AP2S1	-1	-0.734237
PRR14	-1	-0.734307
PTPRE	-1	-0.734308
GAL3ST3	-1	-0.734343
TBP	0	-0.734346
NIPA2	-1	-0.734357
PRUNE	0	-0.734359
ANAPC7	-1	-0.734498
FAM91A1	-1	-0.734609
SCCPDH	-1	-0.73462
ATG4D	-1	-0.734727
SULT4A1	-1	-0.734801
BIN1	-1	-0.734848
CD97	0	-0.734855
KRTAP11-1	-1	-0.734855
LPAR5	-1	-0.734859
CRYAB	-1	-0.734887
PCMTD2	-1	-0.735026
UGCG	-1	-0.735151
NEDD4	-1	-0.735163
NRG3	-1	-0.735327
ABHD5	-1	-0.735362
CD48	-1	-0.735364
TSPYL1	-1	-0.735502
RAB28	-1	-0.735548
ADRBK1	0	-0.735562
ERLEC1	0	-0.735653
WSB2	-1	-0.735773
CD44	-1	-0.735858
ZFPL1	-1	-0.735883
AQP2	-1	-0.735949
UMPS	-1	-0.736034
SERHL2	-1	-0.736039
EIF6	-1	-0.736041
MARK4	-1	-0.736078
PSMB7	-1	-0.73612
SUMO1	-1	-0.736147
REG4	-1	-0.736155
EIF2D	0	-0.736192
CCDC74A	-1	-0.736197
SLC22A23	-1	-0.736223
KLHDC3	-1	-0.736296
KIF1C	-1	-0.736365
SMEK1	0	-0.73637
SRL	-1	-0.736391
SMOC2	-1	-0.736462
UBE3A	-1	-0.736475
TAF1C	-1	-0.736541
TINAGL1	-1	-0.736603
ZG16B	-1	-0.73661
CERS2	0	-0.736726
FBXL19	-1	-0.736786
PLCD3	-1	-0.73682
PSMA2	-1	-0.736861
ARL13B	-1	-0.73687
TANK	-1	-0.736871
SP1	-1	-0.736873
BEND7	-1	-0.7369
RNF223	0	-0.736983
PSTPIP2	-1	-0.737045
QSOX1	-1	-0.737086
DENND5B	-1	-0.737132
POLR3C	-1	-0.737185
ZNF22	-1	-0.73729
CCNC	-1	-0.737415
MRPS24	-1	-0.737424
SCLY	-1	-0.737439
LONRF3	0	-0.737478
SOX1	-1	-0.737537
MIB1	-1	-0.737685
ARVCF	-1	-0.737705
GPR180	-1	-0.737776
MCTS1	0	-0.737776
MRPS9	-1	-0.737819
SMARCD2	-1	-0.737834
ZMYND19	-1	-0.737898
ASF1A	-1	-0.738008
ARHGAP5	-1	-0.738056
TMEM59	-1	-0.738124
ADSS	-1	-0.738156
NOTUM	-1	-0.738378
C9orf9	0	-0.73841
BAG6	0	-0.738418
MDH1	-1	-0.738476
GTF3C4	-1	-0.73858
SRP68	-1	-0.738581
AHNAK2	-1	-0.738643
FLNB	-1	-0.738666
CASP4	-1	-0.738758
ABCC1	-1	-0.738774
TEFM	0	-0.738781
SULT1A4	0	-0.738789
MESDC1	0	-0.738814
PLXNB3	0	-0.738833
SLC10A3	0	-0.738921
ALDH7A1	-1	-0.739019
PDZD8	-1	-0.739021
UBE2B	-1	-0.739036
USP40	-1	-0.7391
TRIM61	-1	-0.739159
ARF6	-1	-0.739336
DIABLO	-1	-0.739374
TRIM37	-1	-0.739386
FOPNL	0	-0.739393
TMEM163	-1	-0.739456
SLC1A1	-1	-0.739499
TRA2B	-1	-0.7395
RBM42	-1	-0.739504
NUDT22	-1	-0.739508
KHNYN	0	-0.739542
RBM44	-1	-0.739617
RAD21	-1	-0.739652
SERPINB2	-1	-0.739671
MPC2	0	-0.739675
SNED1	-1	-0.739705
BPTF	0	-0.739742
APOBEC4	-1	-0.739844
ZBTB10	-1	-0.739906
CDC25B	-1	-0.739964
AMIGO2	-1	-0.739987
ADCY2	-1	-0.740007
SLC2A7	-1	-0.740024
ARAF	0	-0.74009
TMCO1	-1	-0.740116
TOR4A	0	-0.740116
PRC1	-1	-0.74017
MOCOS	-1	-0.740201
EXOSC1	-1	-0.740275
ZNF320	-1	-0.740349
RBM6	-1	-0.740359
FERMT1	0	-0.740414
TMEM132A	-1	-0.74044
AHCYL1	-1	-0.740462
MITF	-1	-0.740475
IKBKAP	0	-0.740477
ETS2	-1	-0.740596
GSPT2	0	-0.740714
RPP38	-1	-0.740797
FAM83E	-1	-0.740799
PIGK	-1	-0.740828
PPA2	-1	-0.74087
UTP3	-1	-0.740927
ACSM1	-1	-0.741063
GNG5	-1	-0.741097
COPA	-1	-0.741125
DDX19B	-1	-0.741248
ZDHHC3	-1	-0.741256
HVCN1	-1	-0.741263
AIM1L	0	-0.741272
ZNF789	-1	-0.741287
NOXO1	-1	-0.741432
FBXL20	-1	-0.741586
KIAA0196	0	-0.741705
SLC38A1	-1	-0.741789
RPAP3	-1	-0.741826
CDC42EP1	-1	-0.741925
ICA1L	-1	-0.74216
GABARAP	-1	-0.742215
HELZ2	0	-0.742289
C16orf87	-1	-0.742331
ELMOD2	-1	-0.742398
OGFOD1	-1	-0.742439
INPP5J	0	-0.742474
MRGPRF	-1	-0.742518
COASY	-1	-0.742739
CHPT1	-1	-0.742763
ATP13A4	-1	-0.742782
FEZ1	1	-0.742783
ADAM10	-1	-0.742789
LOC100127983	0	-0.742789
LAIR1	-1	-0.742821
GLYR1	0	-0.742899
TBKBP1	-1	-0.742979
HPS6	-1	-0.742999
ACER1	-1	-0.743019
SHROOM2	0	-0.743019
FAM210A	0	-0.743026
TSSC4	-1	-0.743053
DPH5	-1	-0.743085
RAPGEF6	-1	-0.743105
FH	-1	-0.743152
SIX1	-1	-0.743306
PARK7	-1	-0.743364
DEPDC7	-1	-0.743438
RARG	-1	-0.743482
SEPHS2	-1	-0.743485
CRTAC1	-1	-0.743622
CHCHD4	-1	-0.743668
LYNX1	-1	-0.743689
PKD1	-1	-0.743716
UIMC1	-1	-0.743744
ASF1B	-1	-0.743744
PPP3CA	-1	-0.743754
RPIA	-1	-0.743772
FAM50A	0	-0.743886
TMEM14A	-1	-0.743979
MMGT1	0	-0.74398
BRSK2	-1	-0.743987
ADAM11	-1	-0.744038
CAPN12	-1	-0.74408
RNF24	-1	-0.744241
TP53I13	-1	-0.744255
NSDHL	0	-0.744275
RPL7	-1	-0.744288
SLC44A4	0	-0.744296
ORC3	0	-0.744463
ADCYAP1R1	-1	-0.744464
KRTAP10-12	-1	-0.744554
HIATL1	0	-0.74458
NPM2	-1	-0.744617
SLC41A1	-1	-0.744625
HIF1A	-1	-0.744673
FOXJ1	-1	-0.744686
RAI1	-1	-0.74473
ABI3	-1	-0.744757
CNPPD1	0	-0.744832
PCYT1A	-1	-0.744907
NRF1	-1	-0.744943
ZNF623	-1	-0.744985
SDHAF1	0	-0.745101
STAMBP	-1	-0.745106
TPD52L1	-1	-0.745121
UBTD1	-1	-0.745158
FOXO1	0	-0.745375
CAMTA1	-1	-0.745393
MMP15	-1	-0.7454
GOLGA7	-1	-0.745476
TRIM16	-1	-0.745613
C12orf54	-1	-0.74571
RBM23	-1	-0.745724
NRL	-1	-0.745728
GJA8	-1	-0.74575
RSBN1	-1	-0.745763
UBN1	-1	-0.745831
EDN1	-1	-0.745851
TMEM167B	-1	-0.745865
IL1R1	-1	-0.746008
HIPK2	-1	-0.74606
TTC39B	-1	-0.746099
TMF1	-1	-0.746103
TMEM185B	-1	-0.746114
XKR9	-1	-0.746139
FAM160A1	-1	-0.746207
HSPBP1	-1	-0.746254
RPUSD4	-1	-0.746307
NEK11	-1	-0.746417
URB2	-1	-0.746444
B3GALNT2	-1	-0.746463
UNC50	-1	-0.746513
MED4	-1	-0.746538
TRMT61B	-1	-0.746545
DPPA5	-1	-0.746567
SLC25A20	-1	-0.746637
ZNFX1	-1	-0.746673
LYZ	-1	-0.746693
FST	-1	-0.746762
ALDOC	-1	-0.746771
CXCL2	-1	-0.746778
ODC1	-1	-0.746785
BSN	-1	-0.746802
VWA9	0	-0.746838
PEX16	-1	-0.746842
LILRA2	-1	-0.74695
STK32C	-1	-0.746985
EFNB2	-1	-0.747013
NOLC1	-1	-0.747018
GCLM	-1	-0.747069
HN1L	0	-0.747281
RPA2	-1	-0.747286
EPHA2	-1	-0.747357
COQ6	-1	-0.74738
LPAR1	-1	-0.747502
B9D1	-1	-0.747506
MYO3B	-1	-0.747518
RRAD	-1	-0.747665
SV2A	-1	-0.747699
TEAD3	-1	-0.74772
METTL14	-1	-0.747747
RPS9	-1	-0.747761
WDR5	-1	-0.747763
ASMTL	0	-0.747837
MRPS6	-1	-0.747853
TMEM65	-1	-0.747907
KCNJ9	-1	-0.747968
AGFG2	-1	-0.747982
MCFD2	-1	-0.748013
TLE4	-1	-0.748222
KMT2B	0	-0.748418
TAF9B	0	-0.748582
RAB40B	-1	-0.748612
TPRG1L	-1	-0.748672
COMMD3	-1	-0.748699
C22orf42	-1	-0.748716
MYO5C	-1	-0.748792
ASXL1	-1	-0.748821
SMG6	-1	-0.748829
SNUPN	-1	-0.748874
ZNF704	-1	-0.748875
METTL23	0	-0.748894
SERP1	-1	-0.748906
ARMC8	-1	-0.748995
H1FX	-1	-0.749055
LCN8	-1	-0.74907
PIK3R4	-1	-0.749073
SLCO1A2	-1	-0.749292
DDTL	-1	-0.749297
IDI1	-1	-0.749331
NFIA	-1	-0.74934
POU2F1	-1	-0.749345
RAMP2	-1	-0.749387
NUBPL	-1	-0.749477
ZBTB4	-1	-0.749531
SLC7A11	-1	-0.749657
NSMAF	-1	-0.749659
S100A13	-1	-0.749682
SLC7A6	-1	-0.749722
SLC26A11	-1	-0.749767
FURIN	-1	-0.749769
USP41	-1	-0.749822
DLGAP3	-1	-0.750048
KCNK1	-1	-0.750193
SSH1	-1	-0.750207
EFCAB14	0	-0.750232
DDX41	-1	-0.750235
HYAL2	-1	-0.750292
TRIB3	-1	-0.750297
LCP1	-1	-0.750457
GDI1	0	-0.750515
STARD4	-1	-0.75057
FYCO1	-1	-0.750603
FAM110B	-1	-0.750616
GNS	-1	-0.750691
ASPA	-1	-0.750738
FNIP2	-1	-0.750761
PTGS1	-1	-0.750781
ZNF408	-1	-0.75091
PKHD1L1	-1	-0.750929
SCYL2	-1	-0.750954
PRIMA1	-1	-0.751004
S100A6	-1	-0.751079
ZNF764	-1	-0.751168
IP6K1	-1	-0.751178
LTA4H	-1	-0.751183
MMP7	-1	-0.751207
DUSP1	-1	-0.751326
DCAF10	0	-0.751368
GSTO1	-1	-0.751425
LSS	-1	-0.751446
SCARA5	-1	-0.751585
MUC2	-1	-0.751599
PHLPP1	0	-0.751624
SLC39A6	-1	-0.751639
SDHAF2	0	-0.751678
MRPL11	-1	-0.751733
ASIC1	0	-0.751762
KCNK12	-1	-0.751992
PIP4K2B	0	-0.751993
RALYL	-1	-0.752017
APRT	-1	-0.752227
ALG12	-1	-0.752238
STXBP1	-1	-0.752282
RDH10	-1	-0.752287
NCL	-1	-0.752298
SYNPR	-1	-0.752336
UCP2	-1	-0.752593
TMEM116	-1	-0.752646
MPHOSPH9	-1	-0.752728
SLC16A1	-1	-0.752766
HMGA1	-1	-0.752778
SNRPE	-1	-0.75278
CCNF	-1	-0.752824
RMDN1	0	-0.752997
LHFPL2	-1	-0.753011
BCR	-1	-0.753027
ADAT3	-1	-0.75303
STOML2	-1	-0.753074
FUK	-1	-0.753151
GMEB2	-1	-0.753168
SIK3	0	-0.753232
RETN	-1	-0.753246
TMEM50A	-1	-0.753266
EIF1B	-1	-0.753279
IL21R	-1	-0.753285
ARL8A	-1	-0.753343
CD99	0	-0.753391
KRT6A	-1	-0.753516
ARPP19	0	-0.753593
EPN2	-1	-0.753689
APOO	0	-0.753715
NCOA5	-1	-0.753722
C10orf67	-1	-0.753838
GFM1	-1	-0.75385
CAMK2D	-1	-0.753887
ELF3	-1	-0.753895
RPS6KC1	-1	-0.753915
NADK2	0	-0.753956
SOCS3	-1	-0.753956
ANKRD44	-1	-0.753963
CD93	-1	-0.754012
NDUFC2	-1	-0.754037
L1CAM	0	-0.754116
NEFH	-1	-0.754205
MAP4	-1	-0.754216
C11orf96	0	-0.754263
RIMS4	-1	-0.754305
SUSD3	-1	-0.75451
SLITRK3	-1	-0.754635
NUFIP1	-1	-0.754683
KLF6	0	-0.754795
KRT6B	-1	-0.754957
CYP3A7	-1	-0.755086
CDH3	-1	-0.755164
BTBD2	-1	-0.755181
ARIH1	-1	-0.755235
IMPAD1	-1	-0.755292
SH3PXD2B	-1	-0.755298
MADCAM1	-1	-0.755548
SCP2	-1	-0.755574
MCHR1	-1	-0.75563
PRKD3	-1	-0.755898
TCF7	-1	-0.756196
KANSL1	0	-0.756256
SMARCAD1	-1	-0.756299
VPS35	-1	-0.756313
REV3L	-1	-0.756352
OVOL2	-1	-0.756366
JDP2	-1	-0.756377
FAM208A	0	-0.756565
CDK2AP2	-1	-0.756605
ACAD9	-1	-0.756662
ELOF1	-1	-0.75672
TXNDC16	-1	-0.75707
ZNF45	-1	-0.757118
TIGD5	-1	-0.757222
HEXIM1	-1	-0.75725
MRFAP1L1	-1	-0.757329
CCDC111	0	-0.757337
PSMD5	-1	-0.757403
RAB3GAP2	-1	-0.757421
ABHD17A	0	-0.757431
PLEKHG3	-1	-0.757438
FAM195A	0	-0.757474
PML	-1	-0.757493
SRRT	-1	-0.757589
RSBN1L	-1	-0.757597
TAX1BP1	-1	-0.757633
ANKLE2	-1	-0.757739
NXNL1	-1	-0.757783
C9orf41	0	-0.757808
PISD	-1	-0.757838
YAF2	-1	-0.757855
PCSK4	-1	-0.757917
COL1A2	-1	-0.757959
NDUFS2	-1	-0.757965
PCBD2	-1	-0.758112
C14orf1	0	-0.758118
OXLD1	0	-0.758252
SCNN1A	-1	-0.758359
TIAL1	-1	-0.758519
RAB34	-1	-0.758591
CHAC2	-1	-0.758669
PMM1	-1	-0.75867
VPS51	0	-0.758674
C11orf58	-1	-0.758727
CADPS2	-1	-0.758793
NPAT	-1	-0.758806
GSPT1	-1	-0.758848
MAP3K1	-1	-0.759038
USP3	-1	-0.759095
GLI4	-1	-0.75915
TLDC1	0	-0.759259
MTSS1	-1	-0.7594
ZBTB34	-1	-0.759697
PITPNM1	-1	-0.759719
CEACAM19	-1	-0.759782
CTNNBIP1	-1	-0.7599
PGF	-1	-0.75994
CALML5	-1	-0.759952
NAMPT	0	-0.760044
B3GNT7	-1	-0.760123
ACTR3	-1	-0.760237
ABHD14A	-1	-0.760243
SNX11	-1	-0.760313
ASCL4	-1	-0.760464
SLC1A3	-1	-0.760509
TATDN2	-1	-0.760537
FOXP1	-1	-0.760558
PTGR1	-1	-0.760587
GTF3C1	-1	-0.760651
NIN	-1	-0.76073
THAP5	-1	-0.760932
DIRAS2	-1	-0.760983
USHBP1	-1	-0.761036
ADO	0	-0.761103
FAM189A2	0	-0.761233
GNG12	-1	-0.761274
PSMB11	-1	-0.761305
FAAH	-1	-0.761365
SF3B1	-1	-0.761395
MARCH6	-1	-0.761424
NPL	-1	-0.761463
TYW1	-1	-0.761473
SCO2	-1	-0.761483
SPAG7	-1	-0.761488
ZNF576	-1	-0.761516
ELMO2	-1	-0.761537
FADD	-1	-0.761538
CRKL	-1	-0.761577
TALDO1	-1	-0.761716
CAV3	-1	-0.761883
RCCD1	-1	-0.761892
ENTPD8	-1	-0.761897
HMCN2	-1	-0.762075
ACADSB	-1	-0.7621
WDYHV1	-1	-0.762115
KCNK7	-1	-0.76213
PHF21A	-1	-0.76218
OFD1	0	-0.762215
DUSP8	-1	-0.762247
TOP1MT	-1	-0.762264
ERBB2IP	0	-0.762272
SMPDL3B	-1	-0.762483
FAU	-1	-0.762607
TM2D3	-1	-0.76269
GSDMB	-1	-0.76273
OR2B2	1	-0.762773
CCR5	-1	-0.762862
PPAN	-1	-0.762879
QRICH1	-1	-0.762886
ZNF217	-1	-0.762931
KCNIP4	-1	-0.762987
ALDH3A1	-1	-0.762988
CDH4	-1	-0.763091
KNDC1	-1	-0.7631
SFN	-1	-0.763124
SLCO4A1	-1	-0.763131
BRD7	-1	-0.763268
GRHPR	-1	-0.763269
BCAS2	-1	-0.763389
PPFIA1	-1	-0.763427
RNF14	-1	-0.763602
ARHGEF1	-1	-0.763699
ASB13	-1	-0.7638
PDS5A	-1	-0.763845
GPR37	-1	-0.763879
UBALD1	0	-0.763935
S100A8	-1	-0.763985
CHPF2	0	-0.764048
GALR3	-1	-0.764081
R3HDM4	0	-0.764211
MAPK8	-1	-0.764288
TMEM145	-1	-0.764335
PDGFRB	-1	-0.76444
PNMA1	-1	-0.764473
DNTTIP2	-1	-0.764495
PGRMC2	-1	-0.764505
GFM2	-1	-0.764527
CTGF	-1	-0.764533
SPAG5	-1	-0.764567
ANKRD65	0	-0.76474
GALNT7	-1	-0.764926
AGPAT1	0	-0.765099
SCAMP4	-1	-0.765121
FGL2	-1	-0.765214
PIP5K1B	-1	-0.765331
TTC1	-1	-0.765473
CD3EAP	-1	-0.765727
PPIA	-1	-0.765757
CDK5R1	-1	-0.765767
DDR2	-1	-0.765783
GPR146	-1	-0.765804
PJA2	-1	-0.765978
NFKBIB	-1	-0.766
TWF2	-1	-0.766056
RABL2A	-1	-0.766308
FASN	-1	-0.766353
UBTF	-1	-0.766425
ORC5	0	-0.766477
PARD6B	-1	-0.766515
NDUFA11	-1	-0.766541
MRAP2	-1	-0.76655
PDS5B	-1	-0.766665
SMYD5	-1	-0.766721
NDFIP1	-1	-0.766792
MYL6	-1	-0.766837
PHACTR4	-1	-0.766853
NDUFB10	-1	-0.766863
ANKRD17	-1	-0.766916
ARHGEF4	-1	-0.766923
CPSF6	-1	-0.766925
DGKQ	-1	-0.766939
DENND2C	-1	-0.767138
DUSP5	0	-0.767159
KLK3	-1	-0.767212
DERL1	-1	-0.767242
WIPF2	-1	-0.767303
AKT1	-1	-0.767364
MSH2	-1	-0.767377
RHBDF1	-1	-0.76749
SSX2IP	-1	-0.767498
CHD1	-1	-0.767528
LANCL2	-1	-0.767571
CYP26B1	-1	-0.767585
USP10	-1	-0.767701
MIOS	-1	-0.767718
SNTA1	-1	-0.767777
TMEM168	-1	-0.767882
PRR22	0	-0.767888
TST	-1	-0.768195
B3GNT2	0	-0.768243
NFYB	-1	-0.768292
NUDT9	-1	-0.768298
SSPN	-1	-0.768341
TMEM128	-1	-0.7684
COL1A1	-1	-0.768506
RAD9A	-1	-0.768529
KIAA0391	-1	-0.768624
HERC5	-1	-0.768656
KCNAB2	-1	-0.768709
TAPBPL	-1	-0.768781
MYO1E	-1	-0.768786
TRIM52	0	-0.768797
DOCK1	-1	-0.768862
NDUFA1	0	-0.768936
ELFN2	0	-0.769029
YTHDC2	-1	-0.769037
PRKRA	-1	-0.769131
PPIL3	-1	-0.769155
SMAGP	0	-0.769167
NLN	-1	-0.769199
SIKE1	0	-0.769208
CASR	-1	-0.769225
ACVR2A	-1	-0.769243
HMGB2	-1	-0.769253
GPRC5A	-1	-0.7693
TNK1	-1	-0.769363
SBF2	-1	-0.769379
RASD1	-1	-0.769403
COL4A3	-1	-0.769449
CFL2	-1	-0.769496
TUBD1	-1	-0.769801
KAT2A	-1	-0.76985
POLK	-1	-0.769862
ACSL3	-1	-0.77004
THAP6	-1	-0.770071
SMAD7	-1	-0.770134
DTX2	-1	-0.77014
SORCS3	-1	-0.770141
CERCAM	-1	-0.770147
PFKFB3	-1	-0.770157
CCDC71	-1	-0.770245
DAND5	-1	-0.77038
PLXNB2	-1	-0.770394
MRGPRX2	-1	-0.770565
SPRYD3	-1	-0.770612
C21orf91	-1	-0.770639
MED7	0	-0.770719
RALGAPA1	0	-0.770747
ENTPD1	-1	-0.770855
TMEM105	-1	-0.770927
UGP2	-1	-0.770945
VBP1	0	-0.770976
AP1M1	-1	-0.77103
ZNF581	-1	-0.771056
MTCH1	-1	-0.771226
FAM120B	0	-0.771268
B3GAT3	-1	-0.77133
SAP30BP	-1	-0.771381
