Gene,Chr,Gene Start,Gene End,Gene Score,Gene ReScore
TPRG1,3,190372456,190523964,67.52296533285714,10.416559679162122
SCGN,6,25760407,25809987,0.007566845473459999,10.00627334383675
DYNC1I1,7,95271531,95565658,62.889015505279495,9.9087084030437
RTN1,14,59132446,59407310,3.443253211489796,9.825761797367557
ADAMTS2,5,178510735,178704935,1.5548421607388534,9.532216892246975
EXT1,8,118880782,119193239,2.9890156257857146,9.447708511370228
ARL8A,1,200368599,200380489,1023.3020729000001,9.427524763701154
CD84,1,158790162,158815875,479.1361902785714,9.36953082207664
HIST1H2AH,6,27222886,27223325,9.422930601889998,8.009491011606498
GIPC1,19,14449570,14467944,73.7939895485,7.818403258291548
CCDC122,13,43308488,43351826,9.188532314361112,7.810252467206944
DPYD,1,97957911,98159203,0.10361056234930555,7.581833160837918
WDR73,15,82987014,82998528,7.467879560470587,7.510103649244296
GPC6,13,92995516,93282343,2.3801657036710524,7.3920405353903345
NUP50,22,43939215,43962554,11.814140486571427,6.918248239982924
IL17RB,3,53855616,53874867,24.4748728908125,6.365453398868378
FUT1,19,53947680,53950459,275.5962109664706,6.279596140170579
MMP16,8,89150576,89408833,0.0817972237307071,6.263838774887574
NCAN,19,19211867,19224061,6.657745063863637,5.659083304284091
ERBB4,2,212134731,213111597,6.580503063688525,5.593427604135246
SLC2A14,12,7857663,7917114,1234.2802989310344,5.483193816728671
SYT7,16,19091179,19186055,22.91593329029851,5.329102584832904
KCNAB2,1,6028567,6083110,6.075445451666667,5.1641286339166665
QRSL1,6,107184145,107222103,1749.185109308,4.1876252585043865
TMEM132D,12,128122223,128954165,0.6127721829984399,3.8251593673313904
VAT1L,16,76379983,76571502,21.951598234273128,3.7393982024372576
STX18,4,4471596,4594676,4.25795421752381,3.6192610848952387
ZSWIM4,19,13767273,13804044,4.16198677388,3.5376887577979996
PCSK5,9,78113381,78164623,416.1928305166667,3.491800119275555
RTN4IP1,6,107125595,107185059,4949.180050176471,2.815607427863142
DCP1B,12,1925474,1983938,3.1500615927857147,2.6775523538678576
ZNF184,6,27526505,27548873,0.0018697691275370372,2.409933988397866
NLN,5,65117357,65155145,2.722799539862745,2.3143796088833333
LRP2,2,169691864,169927368,204.86710160061727,2.3000995885738496
HIST1H4C,6,26212154,26212544,0.026580294714999998,2.0661019880755687
IMMP2L,7,110389603,110989774,1.9553977452265192,1.9926864255040615
TNNC2,20,43885261,43889360,117.99195167499998,1.9397882340594121
TSPYL5,8,98354889,98359352,2188.8458892444446,1.6064630262729747
LRCH1,13,46025303,46223696,54.478659982014925,1.4410870480915463
PKD1L1,7,47815250,47833591,589.1100085838709,1.2820230825216141
GLI3,7,41967072,42243321,1.4787858618684209,1.2569679825881577
GLDC,9,6522463,6635692,1.2596255253671642,1.0706816965620896
GLG1,16,73044199,73198518,1.6502970448915664,0.9985034381408312
SH3PXD2A,10,105343773,105605154,1.029085670637681,0.8747228200420288
HIST1H1A,6,26125238,26126019,0.7879824699263636,0.669785099437409
VRK2,2,58127335,58240509,0.7318250425488889,0.6220512861665556
HIST1H4B,6,26135102,26135459,0.6667543976299999,0.5667412379854999
GIGYF2,2,233383264,233433531,0.6509715624285715,0.5533258280642858
LRP1B,2,141324140,142605740,0.4795232220561798,0.4075947387477528
NOS1,12,116175825,116180643,75.9001459604762,0.35643136266901754
HLA-DRB5,6,32593131,32665540,0.2985645184414286,0.32642315225045815
ITIH4,3,52838915,52841594,0.09721777300793102,0.11249223522736701
EI24,11,124944507,124959785,0.002604825925464286,0.002214102036644643
HFE,6,26204593,26205035,0.029111751354523808,-0.08618686324290178
ITIH3,3,52803823,52818065,0.16927249354888887,-0.3052664209542148
MUSTN1,3,52848937,52906587,0.10596970715842104,-0.3714908744088581
CROT,7,86812946,86867045,7.4390996875,-0.5976537835433217
HIST1H2BN,6,27914418,27914867,3.737462643047059e-05,-1.0079628865907404
BTN1A1,6,26609473,26618631,0.20067715316999998,-1.127486913128356
MBD5,2,148959154,148987514,22.378592298263158,-1.4437694693062355
ABHD2,15,87432428,87546591,20.365122691875,-1.7515574288298803
LPL,8,19840861,19869050,588.7504632431372,-2.007828006939782
VPS37A,8,17176655,17197418,1.4730270650034485,-2.1531187063794723
STAT6,12,55775459,55809150,18.478581248636363,-3.2229969511506806
RCVRN,17,9745111,9745244,1637.9801223499999,-3.4198601602962575
SLC23A1,5,138730787,138746900,250.037693867,-4.8826667597171864
TMEM135,11,86426712,86712218,9.556669183846154,-5.143078606877794
DSC3,18,26824049,26876779,117.05504873868851,-5.390398821589722
COL4A2,13,109757631,109963374,3.6625442042034635,-5.663933040833285
PPIA,7,44802765,44809241,939.6666379927273,-5.9181566141977
TXNRD1,12,103227752,103268192,47.341666141640005,-7.1605586357719195
CDK6,7,92079361,92303813,303.1912643569893,-9.82746435587923
ROR2,9,93528550,93752265,2.6759280572142856,-9.933143925756548
TUB,11,8059484,8084228,85.92628155860466,-10.794580921866235
GNRHR,4,68285693,68304399,102.72535299,-11.78715672484358
SHROOM3,4,77878895,77923429,1842.0307114625,-12.96472571230467
SKAP1,17,43569298,43862593,72.29454433286884,-13.20640345180686
KCNC1,11,17714070,17761178,866.9340460793103,-13.228691294375308
DENND4B,1,152168600,152185778,225.35596180066665,-13.4382154109711
ZNF804A,2,185171337,185512459,2.715390227282353,-13.7545880821135
ZNF516,18,72200606,72336134,95.07505951159574,-14.150845868547346
FANCD2,3,10066057,10118614,602.5670746875,-14.741925098763065
RRP12,10,99106447,99151055,1.4940053119105265,-15.497850318380676
IL20RB,3,138181997,138212610,1360.7653352583336,-15.532109771730646
CPE,4,166519546,166638932,1241.221517995122,-15.645476568882659
POLG2,17,59912172,59923631,242.70989355166668,-15.967949530346212
CPA6,8,68558070,68821174,244.44552459637683,-16.912451447243658
PTGS2,1,184907591,184916179,853.8442008687499,-18.277564209706917
NUP210L,1,152231789,152394216,208.12047458913045,-18.281697728773672
TYRO3,15,39638523,39658818,2777.2388253133327,-18.79021012464964
MFN1,3,180562839,180593702,1179.871906512,-18.91732103064464
HES2,1,6397882,6402566,792.499975332,-19.63302581182995
NOL4,18,29685061,30057444,7.544318313480001,-20.64868826314128
TBC1D22A,22,45548487,45948388,33.30773564414035,-22.130132848209943
IQCB1,3,122971299,123036616,47.2973924169697,-22.683987715909975
RAPGEF6,5,130911638,130956058,2109.9527479,-22.94115496909234
EPHA2,1,16323418,16355151,790.2394635055557,-23.800673101114224
ZNF627,19,11569326,11590974,545.7377226507143,-23.987447026355902
CD36,7,80113697,80141670,846.2524038718751,-24.285089202162798
AK5,1,77520874,77798242,315.8974821328358,-24.45886434268203
MED13,17,57442571,57462156,674.99173982,-24.6269658952936
C12orf4,12,38306238,38588369,75.48961022092784,-24.958903659495824
PDK4,7,95050744,95063861,430.49894377413796,-25.045729362306172
MAT1A,10,82021555,82039414,962.8191806593749,-25.571612982440758
KCNH1,1,208923177,209374080,35.15854243254167,-27.684497933939635
ASPN,9,94258309,94284609,1292.3722003499997,-27.866258275047805
PSMD14,2,161873185,161976172,1871.4582236999995,-28.14683178842388
CNTN5,11,98397080,99732683,6.770161524731428,-28.364215637109663
EFCAB6,22,42443885,42509538,1116.119448640625,-28.621730819106602
ABO,9,135120383,135140451,429.26392901599996,-28.891330501022306
DLG2,11,83175131,83706028,73.26965048000001,-29.264042927995845
ATP9A,20,49646720,49818315,386.13949039816515,-31.389773757057156
HIST1H3A,6,26128696,26129165,0.7879824699263636,-31.40077883400924
IGF2BP2,3,186844220,187025521,269.8821385942029,-31.57466591097474
KCND3,1,112119976,112333300,64.31856776428572,-32.13668399654155
LY6K,8,143778532,143782613,386.85406543333335,-32.40148540500741
SNAP25,20,10147476,10236065,189.52370472469136,-33.313917852449755
NGB,14,76801586,76807408,32.560198434,-33.37528892185526
EIF2B1,12,122671541,122684200,1097.0043184285714,-33.458327211172815
CPA2,7,129693959,129716871,241.46591472545452,-33.51001746042531
FLT3LG,19,54669629,54681296,448.72991015272726,-33.790200324949
HAPLN4,19,19227470,19245074,3.3288725319318186,-36.20116802245088
MPV17,2,27385863,27402051,30.282809924,-36.40705475577347
ASAP2,2,9264344,9463257,184.36240388526315,-36.698136178476574
TDRD1,10,115953136,115978827,1991.4172299450001,-37.20937910086753
TCN2,22,29333160,29353047,520.4007830233334,-37.40161636992181
ZNF544,19,63432645,63454884,1008.2720797499999,-37.5792810577159
EHBP1,2,62787535,63127125,10.573257372010309,-40.53284094237588
IFI27,14,93646831,93652786,729.1326975111111,-41.5617786272851
RBMS1,2,160846070,161058551,137.77354996363636,-41.868446101317545
TOM1L1,17,50346107,50379672,153.5359359356522,-42.69053121987292
UNC45A,15,89293549,89298327,884.32258382,-43.01655114120317
DSCAM,21,40306212,41140909,22.93745578411215,-43.85548680461886
SEZ6L,22,25018216,25103741,8.903956792386554,-44.49164901522575
NSMCE2,8,126173276,126448544,373.99596010400006,-44.61740780525149
KCNE4,2,223625792,223626305,1473.0774690666667,-44.7877744900676
SCAMP2,15,72924249,72952723,183.35636634545455,-45.34711622190488
INHBA,7,41695125,41709231,4.2106243907,-45.78686726328026
VAV3,1,108012985,108307741,70.42842677401235,-47.58371159423599
ID2,2,8739434,8742034,723.7359846481818,-48.53422787301745
SRPK2,7,104560686,104827034,1.12752124286422,-49.43847167105704
RASA2,3,142688615,142813887,1682.0195925,-49.4467555808764
ITGA9,3,37468816,37836285,43.616157364435146,-49.91205852451389
GABRR2,6,90023957,90081686,96.30412146490909,-51.60869688667929
FAM155A,13,106618879,107317084,10.58433224186,-52.62715770914828
LGI2,4,24612487,24641413,1534.645750526087,-53.58667246427238
CACNA2D2,3,50375234,50515896,166.04406425231883,-54.15467296888231
STX7,6,132820355,132876030,269.6429359221951,-55.97229370187982
FBN1,15,46487796,46725210,53.909908456638654,-56.028349704467885
PAK2,3,197951124,198043915,173.74684347563638,-56.60484468603483
FARP1,13,97593434,97900024,69.68827412518247,-57.27646738952653
TBC1D23,3,101517396,101525205,496.480814765,-57.30861637752598
MAD1L1,7,1903850,2239109,0.00043431298274178087,-57.89379032527724
EDN2,1,41717032,41722884,81.1481867682353,-59.45929279889421
MCM8,20,5899347,5923831,323.65147448833335,-59.633162559667646
KIRREL3,11,125924390,126378565,16.756661030539775,-61.20650060137766
KIAA1841,2,61146866,61218673,1276.6882204142855,-64.31636472964351
BDKRB2,14,95740887,95780419,218.52537596724136,-64.6699325079253
SUMF1,3,4377829,4483954,1468.9538861263156,-65.06814513199978
KERA,12,89968401,89976262,1145.7408415074074,-65.37345974091048
MMAB,12,108475903,108495741,1524.2575670173915,-66.61861590051751
MC3R,20,54257194,54258278,3.814351850816,-67.40595938304457
PCOLCE2,3,144019400,144090624,250.23272878933338,-67.53051002236784
PDE1A,2,182837272,183095710,70.00738382704918,-68.77134830084657
SORBS1,10,97163807,97311161,51.26861103710938,-69.103026159005
BFSP2,3,134601479,134676746,865.6606234249999,-70.32398941253368
HUS1B,6,600938,601964,228.33285457666665,-72.9512241626598
EGF,4,111121281,111152870,196.8445949531579,-73.83323396455906
FBLN5,14,91405507,91483799,36.80139682166667,-74.19404441772025
DCTN2,12,56210360,56227245,1021.622435961111,-75.17360956670346
KCMF1,2,85051741,85140106,1246.4718280114284,-76.09219160331642
XRCC3,14,103240485,103249058,63.849087861,-78.54253697513776
ACTR1A,10,104228975,104252452,157.22550240583334,-78.75819201507294
ASPH,8,62750372,62789556,804.373832009091,-80.1194540782106
RERE,1,8447616,8736484,5.405014914,-80.9932243015624
RALBP1,18,9465529,9528106,33.637323521020406,-85.304103273102
ZNF197,3,44641514,44664967,353.3631864359999,-86.77957837728714
NUFIP2,17,24606979,24645292,548.3028882933332,-87.10928818727115
TRH,3,131176252,131179470,1133.0401376666666,-88.523705662496
TBCE,1,233597350,233678903,908.2192942034485,-89.4077728932656
BACH1,21,29599430,29656086,1767.4173246600003,-90.52744117900015
RAB17,2,238147703,238164475,364.33791579545453,-91.9699902012645
LYN,8,56954939,57086494,2.245955839857143,-92.53499703501998
ADAMTS15,11,129824078,129848926,423.786534975,-93.35750648525614
RPRD2,1,148603613,148715665,4.511127000545454,-94.72917749991913
OR10P1,12,54316942,54317884,873.0084557551725,-94.9643436083537
DAOA,13,104917402,104941384,1137.3324836851853,-94.98251097992492
UPK3A,22,44059552,44070419,1097.7255261470586,-97.08258221343073
C7,5,40945355,41018798,354.8421588328767,-97.71102972437504
ULBP3,6,150427435,150431976,31.165494741333333,-101.40239975672893
TRAM1,8,71648226,71683158,1091.1279890062501,-102.04808731842087
PIK3CA,3,180349004,180435191,1980.1758604727272,-103.88157046473944
CYYR1,21,26762117,26867452,574.6971461931818,-104.48223468954058
OR13C3,9,106337871,106338915,928.239269672,-106.55999588287708
BTN3A3,6,26548741,26561622,16.522587191035715,-106.66904168270463
RASIP1,19,53915653,53935782,101.16982821,-109.60519411132796
NDUFC2,11,77457043,77468913,202.63063464583334,-113.63198994681021
DNMBP,10,101625323,101759666,101.50656944800001,-114.67079486039589
CR1,1,205736095,205881733,596.338404779661,-114.9931607853696
FZD10,12,129212984,129216238,1636.6645763000001,-116.13603851792409
PTGFRN,1,117254211,117334495,96.71305533415584,-116.15938827667944
AGA,4,178592588,178597836,1201.952675764286,-116.16031399891936
GALNT8,12,4700012,4752153,401.96822783,-116.6122951036699
KLHDC8A,1,203572270,203592789,1027.90503842,-117.46626538522207
FCRLA,1,159946702,159950766,640.5608742351352,-117.78144405490687
RPS5,19,63590467,63597983,937.9885099866665,-118.14723618403357
POMT2,14,76835550,76856970,47.66256504176471,-119.22622847179719
KRTAP4-1,17,36594387,36616652,135.364676941,-119.68038961669168
RNF2,1,183328815,183338363,152.22458018999998,-119.82648241565167
PRDM16,1,2975603,3345045,7.256144385944701,-120.43815131645363
GPR83,11,93750130,93774066,955.5534226727273,-121.13367801162252
ABCC3,17,46111258,46124062,523.3367477,-121.57876839416345
PARP1,1,224615014,224662424,1182.1912240894737,-121.7486481337414
MTAP,9,21984789,22111093,716.5372944666667,-121.87233356913472
ZMYND19,9,139596351,139604758,956.19573157,-122.06892794171992
NRG1,8,32705008,32741615,658.4899627944444,-122.09655776579349
ACSBG1,15,76250241,76313954,498.56861459803923,-122.1691785748397
ATE1,10,123492614,123678207,89.13920777124999,-122.31692645985191
POLL,10,103328628,103338004,146.144637145,-122.62699616471279
PACS1,11,65594399,65768789,257.39085593590914,-122.76153285787493
SVOPL,7,137929569,137999509,4.116634035681819,-123.66659946726668
BANP,16,86561124,86668425,17.9097113714058,-123.86197940610577
ME3,11,85829797,86061176,41.54226363360465,-124.74727528050205
SLC37A2,11,124458497,124464061,1065.2715578439997,-126.95373798328956
ENPEP,4,111616677,111703942,144.17273644849058,-127.56935028380605
CPNE8,12,37332268,37585687,581.358468960396,-128.23566620162092
NDUFAB1,16,23499835,23515140,389.56033159333333,-129.680094833747
PDGFC,4,157902213,158111996,969.57960556,-130.3764832793957
GAS6,13,113577228,113590396,848.9657176000001,-131.01129644929577
REN,1,202390570,202402088,827.5603859000001,-131.18705469876195
SMCHD1,18,2696361,2795015,685.9766262340426,-132.07598213659438
VPS53,17,382282,564846,457.9869055411765,-132.95341321227843
GPATCH4,1,154830902,154837894,830.0710067500002,-132.9591609185789
ACHE,7,100328721,100332475,672.6765807047619,-133.09246920154297
ADARB2,10,1218072,1769718,26.897449018574562,-136.24483480851302
SPRY4,5,141670175,141684804,913.1420910444444,-136.43324965686077
ST8SIA4,5,100248913,100266869,2070.199644825,-137.72236930086942
NDST1,5,149880622,149917966,520.5458027137931,-139.67340648287458
VDR,12,46521586,46585081,180.4248025971831,-141.0834686380568
ART3,4,77222000,77252962,3.1467548290749994,-142.91603354129447
ATRN,20,3399675,3579762,274.92662088834953,-143.52437851517195
CNN2,19,977297,990064,1142.0917978736843,-143.5538906488547
OR8B2,11,123758170,123781856,214.07574418837837,-145.20004344532057
PKD2L2,5,137253023,137306331,126.44276892,-146.45249388205158
SPARC,5,151021201,151046710,1016.1211360147058,-146.81606443793984
ARL6IP5,3,69216779,69237929,3414.1773350176477,-147.02614850625966
MAP2K1,15,64466264,64570936,926.8182767648647,-148.36105059707745
MRPS18A,6,43753519,43763506,683.7242897129411,-149.31344987568679
WNT4,1,22316384,22342106,338.188049524,-151.97352645348744
DEPDC1B,5,59928495,60031713,486.228325882,-152.55958558259525
MRPS6,21,34367692,34437204,536.6367737,-153.2625094038119
SMAD3,15,65145248,65274587,22.49614155718447,-154.16415464085213
PRF1,10,72027109,72032537,450.6452215385714,-154.8359600622713
BHMT,5,78443359,78463869,1982.4771846904762,-154.8829258976395
PROM1,4,15613987,15686839,1555.7334362049999,-155.207355797889
GEM,8,95330660,95343733,55.534836825,-155.5912448605906
NFE2L1,17,43481133,43488854,159.64046908333336,-156.03402038525778
SOHLH2,13,35640353,35686676,637.4882522243903,-156.18154484461002
CRADD,12,92595281,92768662,369.18816133333337,-156.70457295921315
PACRG,6,163068991,163656514,14.918541383389357,-157.0274130666269
MYH2,17,10365189,10393742,1277.6278961642856,-157.84618187955485
ZBED4,22,48663314,48666830,10.575319707333334,-157.98532802371054
HCN1,5,45295108,45731977,38.53456485627273,-158.0827198565771
DMP1,4,88790482,88804534,646.044552796842,-162.22698768980703
PXDNL,8,52394689,52884558,109.39152955635593,-162.30032917309467
CACNB2,10,18729518,18870694,9.369588109796297,-162.70689827143957
PIK3C2B,1,202690419,202726097,157.79858528942856,-163.15620481486994
CHRDL2,11,74091486,74119834,546.1811194331818,-163.15680611356274
SOX9,17,67628755,67634155,388.47448406,-163.66433725522845
PANK1,10,91332728,91395195,536.846393675,-164.8966557336485
SYCP1,1,115198977,115339513,131.62826693810345,-164.92767710909433
TLR2,4,154843509,154845864,1106.9476712,-165.9679908902543
SERF2,15,41879984,41882533,72.78390076230001,-166.28625293812692
ALOXE3,17,7939942,7962585,1667.2236147531248,-166.59108071737813
ELF2,4,140242194,140317822,1207.3222514785716,-166.94465393986098
LMO2,11,33836698,33870412,927.4271511761905,-167.57917355287958
CPLX3,15,72904869,72911189,183.35636634545455,-168.2240401801486
ARSG,17,63907891,63928595,43.73290505794737,-168.97696750824505
INPP5B,1,38166800,38184109,624.4382017827778,-169.39813967333015
VHL,3,10158318,10168746,732.66084531,-171.46552285146313
USP4,3,49289997,49352519,411.03640193870973,-171.6364986319975
GOLM1,9,87845473,88087310,199.9845140616162,-171.79126444008062
TGFA,2,70529958,70634613,91.65402369788889,-173.308583787939
DOCK7,1,62822364,62926557,619.3437671055556,-173.48242783134472
CPSF2,14,91658081,91700296,1215.90283347,-174.15493214070233
VRK1,14,96333436,96417704,379.400532817647,-175.04440297858758
PTGS1,9,124173184,124197802,149.2457461058571,-176.9662958281344
COLEC12,18,309355,490685,172.5999112010753,-177.33284869929554
RAB8B,15,61268780,61347026,450.3963077586207,-177.6933268563275
MMP3,11,102211737,102219552,315.5276398376471,-177.9405598098881
RYR2,1,235272324,236063911,0.421294283227523,-178.49607249039403
FREM1,9,14727150,14900993,5.700102312217617,-180.7615588178774
ALDH7A1,5,125928104,125958981,1176.7455008833333,-181.7253535932678
CBLB,3,106882526,107070577,1155.3706885666666,-182.839194373702
NAV3,12,77035937,77130921,264.34097773012047,-183.98124316867276
ELOVL5,6,53266846,53321901,990.6382621390244,-184.87569648255757
C3,19,6628845,6671662,265.54714652916664,-185.7434340924107
SERPINA3,14,94148480,94160143,908.3532249999998,-186.31716712079213
CHEK1,11,125019185,125031458,0.024971152197333334,-187.38406250110782
COL8A1,3,100946430,100997814,120.85742266896553,-188.14264395552843
CDH26,20,58004823,58021563,690.4955306826087,-188.2356230116411
CAPZB,1,19537859,19684579,1035.9635120370372,-189.91471096171878
GNA12,7,2734266,2850485,1359.8793342577465,-191.49315084867865
JPH1,8,75311996,75396117,103.0819162909836,-192.35579938576976
SEPT3,22,40702876,40724171,29.791479978,-192.69580587658683
GUCY1A2,11,106063119,106394381,2.596970887051948,-192.77772073152744
HORMAD1,1,148937165,148959976,1318.9117976863636,-194.34940507645072
FGF10,5,44340853,44424541,1934.5059918785714,-194.3694599274079
ZNF83,19,57808825,57885698,198.18555071466665,-195.89100130395187
DNAJC18,5,138775278,138803038,28.879855289277778,-196.59535765419125
F2,11,46697318,46717632,403.69583909777776,-197.56213397678354
CYLD,16,49340987,49379158,724.3803744124999,-199.28680430671022
ATPAF2,17,17870110,17870808,728.4101912677777,-199.4489195874432
PLA2G2F,1,20338409,20349466,12.7103047747,-199.5461067758986
RAI1,17,17626170,17642552,1338.8596463,-201.6856952590236
GRIN3B,19,951436,960723,1.7803424900238096,-204.06461747922782
PAX5,9,36828530,37024476,45.55319606535911,-207.20848647039426
COL15A1,9,100745958,100872889,298.03539150125,-208.90942205882718
DRD3,3,115330246,115400944,897.1546765380951,-209.11881279328492
CDH15,16,87765663,87789401,153.62777261764705,-210.7612350983167
CHKA,11,67576901,67645434,260.9923768104546,-211.83356873591183
KLF1,19,12856236,12859017,422.497010715,-212.29799242210845
SAMD4A,14,54291300,54325595,662.089567254762,-215.27583500907863
MSH6,2,47863724,47887596,662.8681557333333,-215.95239709465557
TMEM64,8,91704777,91873035,357.3424864189655,-216.81876857611653
DSTN,20,17525342,17536652,1320.9961693500002,-217.46891574355266
RASSF2,20,4710417,4715827,434.9510626724138,-218.02562801186943
ASTN1,1,175211812,175268608,52.33712024775,-222.24255962261554
RIN2,20,19863742,19931100,376.15321312903217,-222.46881376216652
ABCC8,11,17371007,17455025,23.301592009222222,-222.92541801899708
FAM129B,9,129307445,129371176,558.46809174,-223.28025699308725
PTPRD,9,8518151,10602723,1.1215756350365933,-223.3853510830149
RBM39,20,33754944,33793607,2220.6471797956524,-223.94998859081264
TCF7L1,2,85214244,85391016,114.83558360265486,-225.59123517716162
KCNH5,14,62486288,62638337,351.8728342267606,-226.32919889771372
TRAIP,3,49841031,49868996,379.60615598176474,-227.38657987430844
ELL,19,18414472,18493918,13.96596998753125,-227.92802610071095
HCFC2,12,102982365,103024433,3273.8466551869574,-229.2826879312936
C14orf119,14,22636707,22637130,1577.1696773857145,-229.9062639900071
NUDCD3,7,44388489,44496910,190.94211239999998,-230.1297821607148
CCPG1,15,53439028,53487534,1494.0036101774192,-231.60829836772504
NINJ2,12,543722,643016,682.2393973055555,-232.62018310889292
SKI,1,2149993,2231416,1120.2733977333335,-233.72621203064585
SNX1,15,62175229,62223486,396.66845660000007,-235.68699530765733
ZNF407,18,70471910,70906616,9.787933509513515,-235.72066712514004
KCNJ3,2,155263338,155421260,365.18504772159093,-237.04514581352672
MAN2A1,5,109053054,109231328,75.46744765083332,-237.15436679999746
LIPG,18,45342424,45373276,157.0165602824,-237.51653675295975
SOD3,4,24410241,24410964,377.1962868916666,-237.60961659655703
ZNF274,19,63386207,63416739,414.0076783651852,-238.46985405881563
ZNF385D,3,21453465,22389127,2.780509683448276,-238.6549527326182
GCLC,6,53485746,53517790,1107.310107130303,-238.82171070483125
GNMT,6,43036477,43039596,2957.165280254545,-240.13685357025773
PSMB10,16,66522129,66528254,2234.5489335,-240.3928614938959
TMEFF2,2,192749713,192767889,179.68658677357143,-241.56141098684432
PCSK9,1,55277807,55303111,792.5637816073172,-242.95935085049408
ANKS6,9,100534115,100592709,7.248695585529411,-243.43704005883592
CTTNBP2,7,117137941,117300797,170.33250713081966,-245.48007188019943
SPAG6,10,22674426,22746545,315.04822095500003,-245.67840319185848
SLFN12L,17,30826035,30888828,2151.869399890476,-247.0354719431111
SYT16,14,61532293,61638180,19.18307440351852,-247.54965095886521
SFMBT2,10,7366149,7493456,599.7547594071428,-247.56132987527548
SPNS3,17,4303059,4338248,2521.1148949048784,-248.12342101154718
ST14,11,129534891,129585467,86.70716649780486,-248.2002890361785
CCDC50,3,192529567,192592658,1184.8771163965519,-248.44379810320044
SLC1A1,9,4480443,4577469,14.246035095714287,-250.18563061779676
RGS10,10,121249328,121292212,49.24163165093023,-250.8841291732404
KCNQ4,1,41022270,41076947,140.19198225975612,-251.43435066405434
PGAM5,12,131801516,131808108,1499.040362011111,-253.24918392371896
USO1,4,76897673,76954390,278.6031207235714,-253.93555228606147
FBXL19,16,30844590,30867605,688.0401651576472,-254.71568647333442
IL27RA,19,14003261,14025026,1846.0828021133334,-255.17082608128112
CYP1B1,2,38148249,38156827,1527.82121135,-255.8635497985171
LRP6,12,12160227,12311078,75.48502592032787,-255.9181911911867
ACER3,11,76249564,76412498,345.2974616639344,-255.95582880406982
SMYD2,1,212521187,212577100,618.1813533999999,-256.0371557755993
PDE11A,2,178202372,178495810,87.60831936187499,-256.76771980314834
FGD3,9,94805027,94822721,531.2255493535714,-257.15670617437354
RSU1,10,16832884,16899459,659.7776666,-257.56046509834937
RMND1,6,151799064,151808653,1989.1787134916667,-257.9869505614215
PADI2,1,17278112,17318535,499.41573535749995,-258.02992876664297
DPP6,7,153633279,154316928,4.333173640330578,-258.73357434636273
C1orf100,1,242582559,242619016,219.68505345222223,-258.79796410803465
MAPK6,15,50098738,50145754,54.58883062784211,-259.9667175882706
ZNF253,19,19837713,19866459,1267.3961008,-260.21637438959925
RPL36AL,14,49155251,49155572,211.07901569444445,-260.8684220545129
PISD,22,30344478,30388201,1448.6712558964284,-261.0756731360087
SPON1,11,13940489,14246231,54.787622601445086,-262.70921907904466
PAPSS1,4,108754270,108860868,220.39526270425927,-262.7790247310771
GPD2,2,157075553,157178493,722.4495644785713,-264.6599730614261
TOM1,22,34025860,34073973,638.8443285763159,-264.7472433235166
CDKN1C,11,2861023,2863571,1289.2685396933332,-265.71650373603734
RELN,7,102899472,103417198,17.498966936379745,-265.75566039755563
RRAGC,1,39077605,39112753,1103.9696219000002,-266.7302682660409
SCN10A,3,38713840,38810505,490.5849264276315,-267.2609130489035
TAF1C,16,82768983,82778163,991.5625567466666,-267.2654983185968
YES1,18,711591,802542,601.487700476,-268.252837178019
GPR37L1,1,200358651,200365257,1697.1633524130434,-268.4755801661039
FIGNL2,12,50497942,50502475,1411.4613165545456,-271.46463930475704
MBD1,18,46053138,46062142,116.44402232047621,-271.64747686410726
BIK,22,41836700,41855662,73.2309244490909,-272.43217215355776
RFX6,6,117305068,117360007,818.8290779651163,-274.6558426154671
CACNG4,17,62391474,62459980,1872.4324181510203,-276.0643036727314
P2RX6,22,19699475,19712302,701.8068001454546,-277.7155912735376
PRKCQ,10,6509110,6662244,15.051695063120567,-278.9877380262062
PAFAH1B1,17,2443672,2535659,463.490792434091,-279.69024235749896
RSPH9,6,43720787,43746722,558.7297269488236,-281.01958471928737
EARS2,16,23443843,23476197,230.75852311687498,-281.66823888500227
CTNNA3,10,68605917,69095422,224.02913964166666,-285.04366040214455
AREG,4,75529716,75709509,91.56975028618183,-288.6804174696213
STRA8,7,134567270,134593784,55.82248201291666,-289.52544004783203
UVRAG,11,75368217,75532930,283.35416261999995,-289.67185114130655
ATP6V1F,7,128290133,128293138,1832.260320985714,-291.090204671843
SLC12A6,15,32309488,32417557,67.96382356183334,-292.59676946031294
CEP57,11,95163289,95205502,681.0467411620689,-293.26170148790726
MTUS1,8,17625029,17702666,466.0262717355555,-294.75595543900425
LAMC3,9,132944356,132958267,1448.0246694875002,-295.34465755294775
PLEKHG5,1,6449885,6451888,2464.696406358333,-297.55650203947715
C12orf65,12,122283415,122308459,60.10745563712499,-297.82082107084136
MANBA,4,103771690,103901196,154.15022707035715,-298.0732798901686
CPB1,3,150028277,150060662,452.0523758045454,-299.47604111707017
MAPKAPK2,1,204924911,204974249,578.09635203125,-299.59118641836267
SLC25A13,7,95587467,95789395,820.9294475145833,-299.84019800386733
PLD5,1,240318894,240754621,107.10647172406779,-300.19300233832234
RBM47,4,40134544,40211349,834.6548039555556,-301.68118969488023
MET,7,116099694,116225676,1024.9440157233335,-302.6988683297099
