Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScore,Gene ReScorePR
TAS1R3,1,1256588,1259707,3.1795589624912504,5,0.20801999999999998,0.00011034077797553778,0.00011034077797553778
FGFR3,4,1774438,1774589,5.671040394908377,10,0.0344428,0.00011030035700323441,0.00011030035700323441
SUMO3,21,45049959,45062472,4.758741033950341,20,0.17152799999999999,0.00011018389736711516,0.00011018389736711516
OR1J2,9,124312901,124313843,6.666365096927286,17,0.0216413,0.00011017835503984853,0.00011017835503984853
RILP,17,1496194,1500142,4.744886379409749,10,0.0869605,0.00011015831977867409,0.00011015831977867409
EEF1D,8,144733040,144750726,3.936481597784341,21,0.40985200000000005,0.00011015268043382785,0.00011015268043382785
ECM1,1,148747206,148752660,4.669509615834538,9,0.0843918,0.00011012810111902644,0.00011012810111902644
FGR,1,27811387,27834314,6.7004746591007045,18,0.0221459,0.0001101276525801403,0.0001101276525801403
RAI1,17,17626170,17642552,6.841398699975316,13,0.013891899999999999,0.00011012408759078715,0.00011012408759078715
C2orf50,2,11190629,11203601,5.21301379623677,21,0.11435,0.00011004135686473496,0.00011004135686473496
TSC2,16,2073222,2078714,5.449178311975016,11,0.0472982,0.00010996245056293686,0.00010996245056293686
OR8B12,11,123917827,123918760,3.8599736080696148,9,0.189617,0.00010992610144676725,0.00010992610144676725
ZNF687,1,149525374,149531005,3.400951048368329,11,0.366757,0.00010987405563163542,0.00010987405563163542
LMBR1,7,156307695,156378663,6.279177731154834,24,0.0449986,0.00010983927972762826,0.00010983927972762826
RAB32,6,146906520,146917779,4.6028958511724145,13,0.130296,0.00010983252452404684,0.00010983252452404684
OR2C3,1,245761473,245762433,6.680247929566426,15,0.018831999999999998,0.00010982479416765729,0.00010982479416765729
HTR1B,6,78228666,78229839,7.129720952837872,14,0.011213200000000001,0.00010973810025363353,0.00010973810025363353
MUC17,7,100450083,100488860,6.164317806873859,19,0.0399599,0.00010972964823589756,0.00010972964823589756
USHBP1,19,17230294,17236544,3.037992802268593,8,0.383448,0.00010969245154391125,0.00010969245154391125
CEP55,10,95246378,95278839,6.051035616962381,28,0.0659518,0.00010969215251714314,0.00010969215251714314
INTS4,11,77366600,77383365,6.913838027155964,14,0.013915100000000001,0.00010968156503071193,0.00010968156503071193
SLC16A7,12,58369392,58461675,6.684963535576819,63,0.07872230000000001,0.00010964795407815311,0.00010964795407815311
CAPRIN1,11,34031103,34080733,5.340310681717196,21,0.10068200000000001,0.00010962385259803328,0.00010962385259803328
TPM1,15,61127688,61151166,4.921582897955727,29,0.21134,0.00010954847579815847,0.00010954847579815847
STMN1,1,26099193,26105955,6.068116343757423,13,0.0301019,0.00010934645183534833,0.00010934645183534833
TNFRSF18,1,1128750,1131952,6.325483794768128,13,0.023271299999999998,0.00010934108199494593,0.00010934108199494593
CXCL14,5,134934273,134942868,6.689148318241047,19,0.0236425,0.00010933916071162203,0.00010933916071162203
CEACAM21,19,46774370,46785037,5.115050103229344,13,0.0780738,0.0001092873053258988,0.0001092873053258988
POLN,4,2050016,2180012,6.636636180923477,48,0.0629487,0.00010928005962724238,0.00010928005962724238
RTP3,3,46514488,46517443,4.568862365035161,12,0.12443699999999999,0.00010924957345773961,0.00010924957345773961
PPP1R3A,7,113304117,113346318,7.097972928022907,24,0.0198427,0.00010924944607585498,0.00010924944607585498
CMAS,12,22090425,22109869,3.8875840835511277,20,0.409896,0.00010904613179513638,0.00010904613179513638
EGR2,10,64241762,64248933,6.630146269914853,20,0.026399400000000003,0.00010897816495960544,0.00010897816495960544
PSAPL1,4,7482921,7487600,6.8262611053013185,29,0.0314623,0.00010897440459111974,0.00010897440459111974
ZBTB2,6,151726942,151754370,3.5716916833118253,19,0.534057,0.00010897156995359349,0.00010897156995359349
ATP6V0E2,7,149200989,149208720,4.212263607127323,15,0.222192,0.00010887276958291523,0.00010887276958291523
SNAPC1,14,61298919,61332899,4.192961202346582,12,0.18121800000000002,0.00010885222034149847,0.00010885222034149847
OPALIN,10,98104988,98109082,6.43666543432646,18,0.028831299999999997,0.00010885038666430453,0.00010885038666430453
TUBB3,16,88527820,88530006,3.697960562850129,7,0.17341800000000002,0.0001088172599403451,0.0001088172599403451
ADCY5,3,124501656,124606098,6.570857362667259,51,0.07143039999999999,0.00010880168253929198,0.00010880168253929198
MAP3K10,19,45396121,45413314,6.607719824724258,15,0.0202486,0.00010876071652065688,0.00010876071652065688
IL15,4,142777203,142874062,6.490304874930435,36,0.054651099999999994,0.0001087456594415605,0.0001087456594415605
IL20RA,6,137372146,137407991,6.066874391971374,36,0.0834627,0.0001087290102714713,0.0001087290102714713
GDF5,20,33484562,33489441,5.612857419950027,13,0.047458099999999996,0.00010870201021754582,0.00010870201021754582
TMEM89,3,48633278,48634193,5.429289180547682,8,0.0350897,0.00010870132884472612,0.00010870132884472612
MYBL2,20,41729122,41778536,6.629912760910769,23,0.030366399999999998,0.00010867405610600364,0.00010867405610600364
CHRNG,2,233112680,233119357,6.59782944358474,25,0.0340831,0.00010867318662481094,0.00010867318662481094
CYB5R1,1,201197624,201203027,6.0298618519865,19,0.0457107,0.0001086713688399532,0.0001086713688399532
HDHD2,18,42887778,42930869,5.796720470315471,19,0.0577125,0.00010864983678506222,0.00010864983678506222
IMPA2,18,11971454,12020876,5.83917117542575,55,0.160119,0.00010860004309196622,0.00010860004309196622
MBD6,12,56206615,56210198,6.6193484692158995,11,0.014677299999999999,0.0001085972580993407,0.0001085972580993407
TMEM127,2,96280038,96295459,6.666693227165582,10,0.012726000000000001,0.00010856900262425106,0.00010856900262425106
CRYBA4,22,25347927,25356636,6.22702486843728,15,0.0296298,0.00010847352299690214,0.00010847352299690214
C2orf66,2,197378253,197383245,4.894249597900448,11,0.08238480000000001,0.00010845818390023648,0.00010845818390023648
LNPEP,5,96319911,96390871,5.830924736064091,31,0.0909962,0.00010843135383384263,0.00010843135383384263
BRPF3,6,36293671,36308545,4.436466981102248,16,0.189403,0.00010841847909928981,0.00010841847909928981
SLC25A4,4,186301391,186305419,6.2579136431517535,8,0.0153219,0.0001084123632229703,0.0001084123632229703
NOS1AP,1,160599396,160606437,5.863507449919101,33,0.09376160000000001,0.00010839138036455119,0.00010839138036455119
FCN3,1,27568187,27573902,5.993586797489083,14,0.03492580000000001,0.0001083312588494492,0.0001083312588494492
BCAS2,1,114911703,114925788,5.617408800956099,11,0.0399745,0.00010831945606171722,0.00010831945606171722
LANCL2,7,55400634,55468929,5.197471280931877,47,0.25993499999999997,0.00010830926662995218,0.00010830926662995218
ZNF354C,5,178420212,178440297,6.487227517696952,20,0.0304553,0.00010828981347043972,0.00010828981347043972
A4GALT,22,41418839,41419901,5.858039160101857,30,0.0857052,0.00010828037046690712,0.00010828037046690712
ZC3H3,8,144590967,144694763,6.756578622043317,47,0.054670500000000004,0.00010827756717768616,0.00010827756717768616
TMEM51,1,15352815,15419459,7.028749097492302,71,0.06290880000000001,0.00010818397777703125,0.00010818397777703125
RCOR2,11,63435277,63440892,5.63702502293621,13,0.0463249,0.00010811580981637373,0.00010811580981637373
CELSR2,1,109594163,109619901,4.995598909270143,27,0.182727,0.00010811133020008887,0.00010811133020008887
UBE2Q2,15,73939273,73980437,4.007684184325446,16,0.29080700000000004,0.00010805655007712588,0.00010805655007712588
MRPL40,22,17800101,17803596,5.941825763526045,14,0.03678119999999999,0.00010804063530086626,0.00010804063530086626
ESAM,11,124128301,124137433,6.584108991940538,12,0.0165859,0.00010799158150311505,0.00010799158150311505
TFR2,7,100075361,100078338,6.040768843420697,7,0.0166581,0.00010794248817491055,0.00010794248817491055
PSG2,19,48260236,48278654,1.43669542208714,1,0.23771199999999998,0.00010789421136050692,0.00010789421136050692
TXNDC8,9,112124563,112139909,4.922436196799795,27,0.196597,0.00010784892969673166,0.00010784892969673166
RNASE3,14,20429685,20430168,1.9542266353596938,3,0.425022,0.00010779967591577081,0.00010779967591577081
ZNF503,10,76827920,76831431,5.363385094357427,10,0.046850199999999995,0.00010775504390857388,0.00010775504390857388
OR56A1,11,6004553,6005510,6.741393741766911,11,0.012990999999999999,0.00010775373244950705,0.00010775373244950705
ZNF618,9,115830021,115858696,5.787481859833282,39,0.11956199999999999,0.00010773785440976947,0.00010773785440976947
TDP1,14,89521228,89569709,4.325923592357412,9,0.118992,0.00010772387525100932,0.00010772387525100932
ANGPTL5,11,101266614,101292463,6.185843113784379,26,0.053517499999999996,0.0001077170085269383,0.0001077170085269383
CTCF,16,66219773,66230572,5.69346092558433,6,0.0202075,0.00010761400993726582,0.00010761400993726582
LGALS14,19,44886785,44891928,4.510760411426931,10,0.109901,0.00010758396691634811,0.00010758396691634811
KRT17,17,37029219,37034335,3.9534972959805414,5,0.09593739999999999,0.00010756965391662429,0.00010756965391662429
CLDN8,21,30508200,30510189,6.444044847933785,16,0.0254394,0.00010755533357012195,0.00010755533357012195
GMPPA,2,220071880,220079955,4.35725597634867,16,0.20501599999999998,0.00010741782644243358,0.00010741782644243358
CYP2S1,19,46390954,46405284,4.732516663063299,14,0.12326,0.0001073801783698002,0.0001073801783698002
URM1,9,130173460,130192834,5.5174116273162905,10,0.040162300000000005,0.00010715688297634661,0.00010715688297634661
HDDC3,15,89275158,89276778,6.5630031299253595,10,0.0141164,0.0001070884453872167,0.0001070884453872167
GOLT1B,12,21546066,21562357,6.403395971393866,33,0.05464550000000001,0.00010707193673051556,0.00010707193673051556
RASA1,5,86600521,86723489,6.385124869835987,38,0.0640854,0.00010703825590934764,0.00010703825590934764
N4BP2L1,13,31878623,31900315,5.802411034197478,25,0.07550660000000001,0.0001069797615810304,0.0001069797615810304
DNAJC10,2,183290912,183351500,5.707947565187073,28,0.0929454,0.00010696641357308502,0.00010696641357308502
DCBLD1,6,117967110,117977653,4.810665389585278,25,0.203561,0.0001068955104331421,0.0001068955104331421
CMTM5,14,22915856,22918821,6.943445786206844,18,0.017368900000000003,0.00010687101989442512,0.00010687101989442512
KDELR3,22,37194028,37209391,4.701853182674452,16,0.145255,0.00010686971660982981,0.00010686971660982981
DNAJC14,12,54507302,54509470,2.9411834840457884,5,0.264016,0.00010686190015941494,0.00010686190015941494
ADCY4,14,23871300,23874102,6.47872339505208,30,0.0460731,0.00010685013525880799,0.00010685013525880799
DQX1,2,74598765,74606916,5.07827680635326,11,0.068537,0.00010683093594776827,0.00010683093594776827
XRN1,3,143619375,143649543,3.5928653898629976,11,0.302713,0.00010681346111057631,0.00010681346111057631
TMEM119,12,107509436,107510288,5.305340796721767,17,0.08440510000000001,0.0001067904853052358,0.0001067904853052358
KIF3B,20,30329127,30386472,5.142606761180374,25,0.146061,0.00010678728347884172,0.00010678728347884172
ZNF771,16,30326866,30338231,4.3087896911060914,11,0.147948,0.00010678441255220347,0.00010678441255220347
MCAT,22,41858155,41869347,5.714461397183623,19,0.0626606,0.00010671025064330841,0.00010671025064330841
SAMD14,17,45545033,45562166,5.159730026791994,20,0.11486500000000001,0.00010648931047043768,0.00010648931047043768
ACSL3,2,223515903,223517600,3.982606426883609,11,0.20500700000000002,0.00010648445401588086,0.00010648445401588086
TPO,2,1467374,1525502,6.054017276529806,34,0.0798459,0.00010644663753366923,0.00010644663753366923
RETSAT,2,85422732,85435166,6.476698233799828,12,0.0184666,0.00010643459115456977,0.00010643459115456977
CCDC142,2,74554736,74563631,6.351469705384751,11,0.019186,0.00010641946331412696,0.00010641946331412696
WDR90,16,654988,657830,4.183447944110657,20,0.304917,0.00010632975401510744,0.00010632975401510744
FKBP5,6,35802517,35812702,6.167867652538377,13,0.027244099999999997,0.0001062622457210469,0.0001062622457210469
MMP27,11,102067624,102081678,6.056284441160533,32,0.0749789,0.0001062556085874106,0.0001062556085874106
NLRC4,2,32303021,32344305,5.6575575025423674,30,0.10473099999999999,0.00010624236820470891,0.00010624236820470891
ATXN7L1,7,105187871,105304267,6.284887007769057,71,0.132363,0.00010617377045668206,0.00010617377045668206
MIER1,1,67168513,67226890,5.777715136733845,26,0.0804903,0.00010613143589724869,0.00010613143589724869
KRT19,17,36933394,36938167,4.275075384904704,12,0.166932,0.00010611990635096469,0.00010611990635096469
COQ5,12,119425464,119451347,4.492556041618957,24,0.268608,0.0001061150449831426,0.0001061150449831426
TMBIM1,2,218847160,218865524,5.691958652359871,20,0.0674596,0.00010607804955685257,0.00010607804955685257
TEX12,11,111543333,111548489,5.848018351343513,17,0.049055400000000006,0.00010604428719291186,0.00010604428719291186
ALG6,1,63609029,63675466,6.448868359073979,34,0.0537986,0.00010603660488195167,0.00010603660488195167
SCG2,2,224170390,224172244,6.303493958430632,13,0.0237887,0.00010602146680543217,0.00010602146680543217
SLFN11,17,30701440,30724833,6.0123373468344585,17,0.0416221,0.00010599551850175626,0.00010599551850175626
ACAD10,12,110637692,110679286,6.4802286588714555,15,0.023001900000000002,0.00010593290681893971,0.00010593290681893971
PAPLN,14,72798810,72811100,6.0542513912067575,22,0.0516529,0.00010592335465142815,0.00010592335465142815
ANAPC13,3,135679239,135687521,5.976975029020135,8,0.0202919,0.00010586379977400917,0.00010586379977400917
FAM47E,4,77391897,77423957,6.6050092978979595,34,0.0460214,0.00010585262612443098,0.00010585262612443098
MUC2,11,1064874,1094417,5.371363441176098,20,0.0929558,0.00010584171882986779,0.00010584171882986779
DNAJC15,13,42495361,42581306,5.998165207343238,46,0.114232,0.00010584156552755077,0.00010584156552755077
BEND6,6,56986565,57000101,4.887171756418087,8,0.0603418,0.0001057393801031812,0.0001057393801031812
MXD3,5,176666818,176671487,4.661959256279061,15,0.141719,0.00010572696962983027,0.00010572696962983027
ZIC5,13,99413275,99422179,5.568361618193262,14,0.0534342,0.00010570691037326845,0.00010570691037326845
EID2,19,44721286,44722678,5.862365269503123,13,0.0369786,0.00010563885154285165,0.00010563885154285165
MMP19,12,54515480,54523002,4.003035558274671,8,0.146081,0.00010561495953958301,0.00010561495953958301
NPVF,7,25230715,25234630,6.276710020587057,31,0.0582668,0.00010556485215063206,0.00010556485215063206
ZNF462,9,108741017,108777071,6.1949581977202515,26,0.05303189999999999,0.00010545699309346894,0.00010545699309346894
SLC9A3R1,17,70269736,70277089,5.200681322236231,14,0.0771793,0.0001054309789150046,0.0001054309789150046
TCF25,16,88497858,88500299,3.6911653982277706,12,0.299315,0.00010542447088062263,0.00010542447088062263
RPIA,2,88772290,88831567,5.904068606391302,23,0.0627514,0.00010534917524600763,0.00010534917524600763
VPS18,15,38973919,38983465,4.257289250791605,11,0.15576700000000002,0.00010529483003915434,0.00010529483003915434
MIA2,14,38772875,38792326,3.7276812683509544,15,0.360728,0.00010528220550100365,0.00010528220550100365
PROK1,1,110795310,110801499,6.411495219895461,24,0.0394216,0.00010522224941526156,0.00010522224941526156
MOCS1,6,39980023,40010232,5.268484472803897,34,0.175148,0.00010517622490537806,0.00010517622490537806
CLCA1,1,86706982,86738562,6.067482033531898,56,0.129752,0.00010517130446937273,0.00010517130446937273
OR5B17,11,57882173,57883118,4.043252288037757,6,0.105242,0.0001051269716638192,0.0001051269716638192
BRD8,5,137531230,137542257,5.576067745478157,17,0.06438630000000001,0.00010510816625973825,0.00010510816625973825
USP50,15,48580050,48626194,5.852483199172478,30,0.0861827,0.00010508941325852683,0.00010508941325852683
TSPYL5,8,98354889,98359352,6.349842527692331,18,0.0314464,0.00010506389051575096,0.00010506389051575096
ATG5,6,106739044,106880388,6.395769052380503,47,0.0784243,0.0001050438766456669,0.0001050438766456669
TPI1,12,6846966,6850253,4.558744720277447,10,0.104752,0.00010495914988730035,0.00010495914988730035
HPN,19,40232059,40249315,4.596128576118925,23,0.232089,0.00010493210958644324,0.00010493210958644324
ACTR3B,7,152087783,152183396,6.8168117620453215,28,0.0306658,0.00010492191454642032,0.00010492191454642032
MEX3A,1,154308427,154318413,5.007034059061436,11,0.0735979,0.0001048680549391637,0.0001048680549391637
GJA3,13,19614119,19615427,4.808197127441061,16,0.130601,0.00010476614102703164,0.00010476614102703164
DDA1,19,17281353,17292099,4.843768486583746,16,0.12603699999999998,0.00010476464834811074,0.00010476464834811074
YBX1,1,42920652,42940607,3.3090672528644616,12,0.43860299999999997,0.00010475195879665064,0.00010475195879665064
SPSB3,16,1766713,1772582,5.20544652314343,20,0.109732,0.00010464477772259391,0.00010464477772259391
BFAR,16,14634296,14670195,4.115622677515521,9,0.146842,0.00010461057555428872,0.00010461057555428872
KCNJ10,1,158274656,158306585,5.595254939303651,25,0.0928863,0.0001045743070540773,0.0001045743070540773
RFC1,4,38998397,39044390,6.335845623373725,17,0.030118000000000002,0.00010455917600243668,0.00010455917600243668
ZNF225,19,49311537,49329095,4.812830955677693,23,0.186871,0.00010450110100831404,0.00010450110100831404
CLRN2,4,17125885,17137825,6.618150056968508,13,0.0173667,0.00010448580244360921,0.00010448580244360921
BDNF,11,27633017,27699872,6.02067279144729,31,0.0752691,0.00010447209037120538,0.00010447209037120538
ADM2,22,49266877,49271732,6.3131999068846465,16,0.028995599999999996,0.0001044524515752044,0.0001044524515752044
CDADC1,13,48720103,48765619,5.5224469301284,19,0.07592510000000001,0.00010441601148569477,0.00010441601148569477
FABP6,5,159589014,159598307,4.967623219552982,10,0.0695967,0.00010441088061699123,0.00010441088061699123
MANSC1,12,12373484,12394436,6.26524257097891,23,0.0437288,0.00010433694052845264,0.00010433694052845264
CLEC2D,12,9724785,9743306,4.298436542205874,19,0.258206,0.00010430858943048232,0.00010430858943048232
PRKACA,19,14069061,14079221,3.612459299971549,5,0.134927,0.00010430506028895093,0.00010430506028895093
CCDC61,19,51190178,51213714,6.776491587227685,19,0.0216651,0.00010430132091931341,0.00010430132091931341
OR13D1,9,106496523,106497564,4.012356056534267,18,0.325633,0.00010428316227525434,0.00010428316227525434
PSEN2,1,225129688,225150427,5.94680098088217,30,0.0784257,0.00010426580647618635,0.00010426580647618635
DDOST,1,20850846,20860624,6.405823635113588,33,0.054513,0.00010416021124592114,0.00010416021124592114
ITGB2,21,45130296,45173181,5.557779180536358,39,0.150436,0.00010414104868309352,0.00010414104868309352
SNX6,14,34106810,34169117,6.302976645951268,32,0.058587099999999996,0.00010413482129498008,0.00010413482129498008
PSMA1,11,14482997,14621739,6.089541061317395,43,0.0974573,0.00010411307063507493,0.00010411307063507493
TMEM60,7,77261224,77261626,5.168117517356566,10,0.056952800000000005,0.00010409413536987599,0.00010409413536987599
DDX58,9,32456287,32516322,6.241882397842845,35,0.0681166,0.00010408822476868067,0.00010408822476868067
WIF1,12,63730672,63801383,5.849174402365246,36,0.103762,0.00010404897260653557,0.00010404897260653557
POLR2L,11,829720,832529,5.519675013539139,22,0.0881573,0.00010401585420963776,0.00010401585420963776
DARS2,1,172076626,172094305,5.111074605435014,15,0.09044400000000001,0.00010389897454901323,0.00010389897454901323
FAM131A,3,185540951,185546757,5.206578846790633,11,0.060284300000000006,0.00010384457311233114,0.00010384457311233114
TPD52L3,9,6318374,6321900,5.900180643705349,12,0.032867400000000005,0.00010380524112939267,0.00010380524112939267
SPRR1B,1,151271445,151271715,5.10010316172581,17,0.10363399999999999,0.00010378828962176677,0.00010378828962176677
TTN,2,179371467,179380395,4.277177678411682,14,0.19434500000000002,0.00010375420390877715,0.00010375420390877715
CSRP3,11,19160153,19180165,6.740789916203359,30,0.0354514,0.00010375181364125783,0.00010375181364125783
GSG1,12,13129027,13147886,4.714006821827275,13,0.116594,0.00010372837469171087,0.00010372837469171087
SP3,2,174481503,174538309,5.762521525279844,25,0.0785794,0.0001036955524297208,0.0001036955524297208
SFXN3,10,102782060,102790988,6.735731002110108,15,0.017815599999999997,0.00010367394865529106,0.00010367394865529106
DHX30,3,47841479,47862346,4.36541864729386,15,0.19064,0.00010365027115772302,0.00010365027115772302
ENDOG,9,130620599,130624776,5.92319614851447,19,0.050856,0.00010364023892549132,0.00010364023892549132
CCDC146,7,76749551,76762457,4.877438332387518,30,0.22849499999999998,0.00010361658256301483,0.00010361658256301483
ASNA1,19,12709305,12720137,4.515893321598495,3,0.0328015,0.00010348431526597267,0.00010348431526597267
CDCA5,11,64601502,64608191,5.259549881086911,16,0.08316230000000001,0.00010348115630000375,0.00010348115630000375
CD72,9,35605939,35636854,5.912349627556303,23,0.06223390000000001,0.00010347324125598123,0.00010347324125598123
CCDC86,11,60366193,60375137,6.235519972283878,19,0.0372136,0.00010340580297236836,0.00010340580297236836
TXNL4B,16,70676256,70685015,6.0542927855813415,21,0.049303,0.00010340555071386389,0.00010340555071386389
SALL1,16,49728523,49742684,4.530341045367442,13,0.140101,0.00010338546174917283,0.00010338546174917283
HGSNAT,8,43114748,43177127,3.3591189767560876,8,0.278127,0.00010336019808509482,0.00010336019808509482
ARV1,1,229181445,229203102,4.721627127611747,19,0.169113,0.00010335085491194221,0.00010335085491194221
MMAB,12,108475903,108495741,6.711709491185883,23,0.027981400000000003,0.00010330421819999224,0.00010330421819999224
MADD,11,47268736,47303162,6.456536357788208,28,0.0439663,0.00010329417110737803,0.00010329417110737803
RAB1B,11,65792631,65801539,6.394022634697698,16,0.0267443,0.00010326385562272627,0.00010326385562272627
LHFPL2,5,77956395,77973741,4.345147121530284,15,0.194544,0.000103247557140357,0.000103247557140357
NOL3,16,65765370,65767127,3.6629466352875903,5,0.12828399999999998,0.00010320597729873353,0.00010320597729873353
KRT74,12,51245869,51253876,6.029666203205739,34,0.0818141,0.00010315353095652557,0.00010315353095652557
FAM122A,9,70584783,70588429,4.466267948091313,17,0.195332,0.00010313264020428454,0.00010313264020428454
TRUB1,10,116687941,116727429,4.399183891323138,22,0.270322,0.00010312571708444252,0.00010312571708444252
CSN3,4,71142921,71151734,6.22422202158106,28,0.05546419999999999,0.00010302859164210712,0.00010302859164210712
NUTF2,16,66461363,66463968,5.8268016952328345,9,0.0265274,0.00010299376351979313,0.00010299376351979313
APOL2,22,34952200,34965946,6.690775446318478,21,0.0260887,0.00010298200891163868,0.00010298200891163868
RBM43,2,151814155,151826623,5.9606309789357494,13,0.0335177,0.00010295417573261282,0.00010295417573261282
SHF,15,43250155,43267442,6.352458579330672,19,0.033106699999999996,0.00010285993887642933,0.00010285993887642933
USP7,16,8893451,8964842,6.048737405999189,44,0.103877,0.00010277977187912037,0.00010277977187912037
ISLR,15,72254252,72255539,4.470687856758246,18,0.20590999999999998,0.00010274982157901382,0.00010274982157901382
SAA1,11,18244347,18248102,4.3483683718497925,9,0.116351,0.00010270548480202818,0.00010270548480202818
TCP10L2,6,167514110,167516385,4.465039367556693,7,0.0805297,0.00010269552152670404,0.00010269552152670404
PODXL2,3,128830728,128874342,5.901369858238168,19,0.051978199999999995,0.00010269068430939654,0.00010269068430939654
CLN3,16,28407412,28410634,2.833979137200952,6,0.352671,0.00010267637726299668,0.00010267637726299668
IQGAP3,1,154788120,154809020,6.669451438314501,19,0.0241128,0.00010265379745096176,0.00010265379745096176
SLC6A2,16,54276555,54295201,6.667893066597106,50,0.06355369999999999,0.00010262981155405399,0.00010262981155405399
ZNF75A,16,3298360,3308577,4.520691179410152,14,0.152341,0.00010259786092517808,0.00010259786092517808
CHORDC1,11,89574264,89595854,5.0169049071098515,28,0.1855,0.00010258259621164288,0.00010258259621164288
CTBP1,4,1221212,1225711,5.31191853542582,22,0.10851400000000001,0.00010257243613317949,0.00010257243613317949
ALG3,3,185444035,185450011,6.140345138279729,20,0.0430836,0.0001025558322813038,0.0001025558322813038
OCLN,5,68824372,68885889,3.580955227573037,12,0.334189,0.0001024894021201871,0.0001024894021201871
CD93,20,23007992,23014977,5.538862588853066,22,0.0864819,0.00010248704601309767,0.00010248704601309767
DGCR6L,22,18682045,18687608,5.1885724763224115,6,0.0334798,0.00010239752414621085,0.00010239752414621085
MRO,18,46575487,46605752,6.306666326659385,49,0.0893811,0.00010237405497627214,0.00010237405497627214
BMP4,14,53486204,53493304,6.650166823634877,16,0.0207009,0.00010235697559873725,0.00010235697559873725
FOLR3,11,71524418,71528582,5.493914288727995,11,0.045228899999999995,0.0001023344589636138,0.0001023344589636138
THBS2,6,169357799,169396062,6.306209212940475,42,0.07664739999999999,0.00010232390463543885,0.00010232390463543885
MFSD1,3,160002605,160030198,6.26669305947858,28,0.05315790000000001,0.00010224006003021527,0.00010224006003021527
CCDC87,11,66114215,66117130,6.641696747827474,7,0.00913368,0.00010222660723870506,0.00010222660723870506
FCRL5,1,155768377,155788934,6.391283126904513,24,0.0402265,0.00010222330367151651,0.00010222330367151651
RBM24,6,17390910,17402052,5.532873875525011,13,0.0514099,0.00010221586410722606,0.00010221586410722606
ISG20L2,1,154959036,154964835,4.620385351794572,11,0.108339,0.00010218454403360095,0.00010218454403360095
CD5,11,60626505,60651899,4.6571847930907,20,0.189863,0.0001021714332034735,0.0001021714332034735
MUM1,19,1324993,1329427,6.117627985062054,13,0.0286478,0.0001021082104627116,0.0001021082104627116
AQP10,1,152560215,152564425,6.031948635761893,9,0.0216073,0.00010209937548883938,0.00010209937548883938
OR2G6,1,246751570,246752521,3.7131838563534125,7,0.170798,0.00010208953540723899,0.00010208953540723899
ECH1,19,43997901,44014337,5.5300847612420005,17,0.0674161,0.00010207720462101827,0.00010207720462101827
KCNK6,19,43508036,43511489,4.938642925601566,7,0.05015019999999999,0.00010202910616681257,0.00010202910616681257
INF2,14,104244634,104256992,5.869981697545109,20,0.0564585,0.00010200714517421056,0.00010200714517421056
LYRM2,6,90398663,90405195,5.250120235330748,8,0.041975099999999994,0.0001019593375750818,0.0001019593375750818
CD248,11,65838533,65841091,3.0755636702219373,10,0.461636,0.00010190828936709635,0.00010190828936709635
POLM,7,44084474,44088607,5.6032322019969545,13,0.0479171,0.00010190773147962153,0.00010190773147962153
UTP14C,13,51500941,51503242,5.941439771235662,14,0.0367954,0.00010185544982181807,0.00010185544982181807
USP53,4,120407922,120413918,3.3107553959456024,5,0.182443,0.00010185383809838396,0.00010185383809838396
IL31RA,5,55184906,55248738,6.616721797530563,32,0.0428099,0.00010184220178754627,0.00010184220178754627
LDHD,16,73703258,73708166,5.540516324397406,12,0.047094,0.00010182108039369158,0.00010182108039369158
ZNF541,19,52715761,52740330,5.146909941804981,17,0.09889500000000001,0.0001018143255432034,0.0001018143255432034
PPP2R2D,10,133603524,133620043,5.401086471570849,17,0.0766985,0.00010175702241392209,0.00010175702241392209
LRIG3,12,57552203,57600529,5.433515453458608,42,0.183444,0.00010167498524161175,0.00010167498524161175
CCL2,17,29606408,29608333,4.090882561866923,15,0.250867,0.00010160920902569643,0.00010160920902569643
RAN,12,129922735,129927316,4.342953861457256,13,0.168975,0.0001016070079140321,0.0001016070079140321
GPR45,2,105224631,105226356,3.546884433791768,11,0.316957,0.00010160672457679815,0.00010160672457679815
BTG4,11,110872449,110888274,4.4661576882560245,13,0.14938800000000002,0.00010159733933162299,0.00010159733933162299
INHBB,2,120820188,120825853,5.671656097671189,10,0.034421600000000004,0.00010156440526479485,0.00010156440526479485
PLEKHA3,2,179053444,179078028,5.139477697234646,20,0.11721500000000001,0.00010154719947998094,0.00010154719947998094
GDPD1,17,54652615,54706655,5.240244494409348,18,0.0953813,0.00010154496983891999,0.00010154496983891999
OSBPL2,20,60287564,60294900,5.368204923861304,15,0.0699374,0.0001015384772985663,0.0001015384772985663
RUSC1,1,153561981,153567533,2.6396114831299595,3,0.214167,0.00010143219053973288,0.00010143219053973288
DRD1,5,174801367,174802708,6.089340014450623,22,0.0498719,0.00010140758314581789,0.00010140758314581789
MRGPRD,11,68504065,68505031,6.329626210006458,12,0.021392400000000002,0.00010139324800040798,0.00010139324800040798
DMRTA1,9,22436839,22442472,5.4367789880402855,12,0.0522418,0.000101392184273634,0.000101392184273634
C3orf20,3,14730517,14789544,6.380363027353738,52,0.0881144,0.0001013793522443287,0.0001013793522443287
DCPS,11,125678856,125720854,5.375211115830665,34,0.157418,0.0001013672989284511,0.0001013672989284511
