Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR
ANKMY1,2,241140840,241148948,1.019454,6,0.169909,6.51110612321986e-06
DUSP28,2,241148143,241152104,1.5291810000000001,9,0.169909,1.5291810000000001
MRPL36,5,1851737,1852049,2.720784,16,0.170049,7.731778083524448e-05
RNF183,9,115099706,115100285,1.870781,11,0.170071,1.870781
TSPYL1,6,116704438,116707973,1.3609120000000001,8,0.17011400000000002,2.614826525038853e-05
TPBG,6,83131397,83132660,1.3615680000000001,8,0.17019600000000001,4.843124194710471e-05
ZNF770,15,33060851,33062927,1.191484,7,0.170212,0.0001489274974535621
HPS5,11,18289781,18300297,2.212899,13,0.170223,0.0001680360260279589
EIF1B,3,40326176,40328919,1.362152,8,0.170269,4.7618333528591725e-05
PEX12,17,30925927,30929687,2.043552,12,0.170296,2.4294515383688592e-05
NMT1,17,40535844,40537216,2.5546049999999996,15,0.170307,0.0001761910506022258
FAM91A1,8,124850062,124896871,5.620527,33,0.170319,0.0012851800830148577
RPS6,9,19368358,19369616,1.873773,11,0.170343,5.835656111458186e-05
FOXB1,15,58084454,58085432,1.533861,9,0.170429,0.0002669998597303915
TUBB1,20,57027703,57035104,2.898704,17,0.170512,5.155796821078641e-05
SAMD11,1,861014,869824,2.046648,12,0.17055399999999998,2.046648
CCDC12,3,46938224,46993243,5.631582,33,0.170654,5.631582
RCOR1,14,102128985,102266666,9.55976,56,0.17071,9.55976
PBOV1,6,138578819,138581320,3.41486,20,0.170743,3.41486
TXNDC9,2,99304437,99319292,1.366368,8,0.170796,1.366368
OR2G6,1,246751570,246752521,1.195586,7,0.170798,1.4625654918649197e-05
MCOLN1,19,7493511,7504863,2.05086,12,0.170905,4.3959824204883796e-05
OR2T12,1,246524540,246525503,1.880593,11,0.170963,1.880593
PHTF1,1,114069479,114103621,3.078468,18,0.171026,3.078468
TRAF2,9,138900785,138940888,4.10748,24,0.171145,0.00013191223490054152
ZBTB11,3,102872146,102878678,2.0539319999999996,12,0.17116099999999998,0.0001800152160307054
CCDC136,7,128233526,128249419,2.5680899999999998,15,0.171206,0.00021924990226679413
PLAU,10,75341288,75346407,1.5418260000000001,9,0.17131400000000002,1.5418260000000001
UBE2L3,22,20277149,20307192,4.28495,25,0.171398,0.0006146082637479858
YDJC,22,20312378,20314340,3.085164,18,0.171398,3.085164
CCDC116,22,20317085,20321616,2.742368,16,0.171398,4.0332110225406106e-05
ABHD13,13,107679567,107680581,2.400328,14,0.171452,3.0732153788353596e-05
HPCA,1,33124684,33132834,2.057928,12,0.171494,0.0003273332388076365
TMEM54,1,33132782,33139540,1.543446,9,0.171494,1.543446
NKG7,19,56566685,56567772,2.5724400000000003,15,0.171496,0.00029759319252077674
LIM2,19,56574975,56583009,3.944408,23,0.171496,0.00037748427488896915
SUMO3,21,45049959,45062472,3.43056,20,0.17152799999999999,7.930502657996514e-05
SAC3D1,11,64564951,64568876,2.74536,16,0.171585,0.00029222378511857
NAALADL1,11,64569565,64572505,2.2306049999999997,13,0.171585,6.792047625743246e-05
SERPINA6,14,93840337,93859441,6.178572,36,0.171627,0.000654470050514382
B3GALT6,1,1157491,1160283,2.4029320000000003,14,0.171638,2.4029320000000003
SFRP4,7,37912059,37923050,7.037240000000001,41,0.17164000000000001,0.0006430731876472017
FUK,16,69045998,69071678,2.403324,14,0.171666,2.403324
CYP11B1,8,143950774,143958238,4.637655,27,0.171765,4.637655
SLC27A5,19,63701516,63715157,2.061564,12,0.171797,2.3972526219753478e-05
TAX1BP1,7,27746262,27835911,4.9879999999999995,29,0.172,0.0003708715238119342
SNRNP25,16,45765,47669,3.269995,19,0.172105,3.269995
CABYR,18,19989662,19995562,1.7214400000000003,10,0.17214400000000002,1.7214400000000003
DEK,6,18332378,18372778,2.7555520000000002,16,0.17222200000000001,0.0004965200331283003
HERC1,15,61853945,61913169,3.617292,21,0.172252,0.00019103162289702558
CCNA1,13,35904408,35915019,2.0690280000000003,12,0.17241900000000002,0.00012325006633346185
ZNF615,19,57186399,57203270,4.139087999999999,24,0.17246199999999998,4.139087999999999
ZNF614,19,57208388,57223429,3.6217019999999995,21,0.17246199999999998,3.6217019999999995
LSM14A,19,39390940,39412260,2.41682,14,0.17263,3.098655533415149e-05
KIAA0100,17,23990719,23996300,0.6905399999999999,4,0.17263499999999998,1.0828940285222983e-05
OR2G3,1,245835510,245836440,1.381584,8,0.172698,1.381584
TRAPPC6B,14,38686765,38709385,2.07282,12,0.172735,3.266800959239606e-05
USP39,2,85696793,85729917,2.76472,16,0.172795,4.2792655917797595e-05
ODF2,9,130297955,130303060,1.382544,8,0.172818,2.198245093051946e-05
HRASLS5,11,62987384,63015242,3.4565400000000004,20,0.172827,8.604956557745111e-05
RND3,2,151032954,151052426,4.494906,26,0.172881,0.00014839016035647894
ENTPD5,14,73545387,73555727,1.7288199999999998,10,0.17288199999999998,4.71203623509507e-05
RECK,9,36050020,36114448,6.050974999999999,35,0.17288499999999998,0.0012048871294900957
TRPC6,11,100829590,100959869,17.116704,99,0.172896,0.004358051618015629
PTOV1,19,55046227,55055811,1.902186,11,0.172926,0.00021640743728795078
F11,4,187424111,187447829,7.956068,46,0.172958,0.00047672754265707263
CAMK2A,5,149610443,149616401,2.248493,13,0.172961,0.00022193653911846604
ALDH1A3,15,99237531,99274353,7.437881999999999,43,0.172974,0.00043385110012598857
HECTD3,1,45240806,45249614,2.076108,12,0.173009,2.076108
UROD,1,45251115,45253928,1.557081,9,0.173009,1.557081
GTF2H5,6,158511489,158533364,3.46082,20,0.173041,0.00031254699934704557
RANBP17,5,170542775,170659624,6.927560000000001,40,0.173189,0.00029609805703426464
ANKRD29,18,19433975,19496847,5.369107,31,0.173197,0.00017153570052834863
SCGB1A1,11,61943098,61947243,2.251808,13,0.173216,0.00013269508533588994
C3orf38,3,88281798,88288755,2.251925,13,0.173225,2.251925
RALGDS,9,134964859,134974074,2.59866,15,0.173244,0.00022340438474425755
CBX2,17,75366587,75375974,2.9475109999999995,17,0.17338299999999998,2.9475109999999995
CBX8,17,75382770,75385485,2.2539789999999997,13,0.17338299999999998,8.211826187815523e-05
TUBB3,16,88527820,88530006,1.213926,7,0.17341800000000002,1.621053647239011e-05
A2ML1,12,8911704,8930864,5.376578,31,0.173438,0.00029498929936746436
LHX3,9,138227916,138236776,1.7344500000000003,10,0.17344500000000002,1.7344500000000003
QSOX2,9,138238003,138277508,3.8157900000000002,22,0.17344500000000002,9.825767208715046e-05
RNF7,3,142939740,142947933,2.429182,14,0.173513,4.088871191433843e-05
ADORA2B,17,15788955,15819935,3.6462090000000003,21,0.173629,0.00010023062880584357
FOLR2,11,71605466,71610642,2.0836560000000004,12,0.17363800000000001,0.00020977584686380151
CRIP1,14,105024301,105026169,0.6945520000000001,4,0.17363800000000001,4.2679923534819355e-05
CDX2,13,27434277,27441317,2.779488,16,0.173718,2.779488
GCG,2,162707633,162717003,3.47588,20,0.173794,8.623265168088869e-05
TTC13,1,229110782,229181230,10.256146999999999,59,0.173833,10.256146999999999
UNC50,2,98591738,98601409,3.30619,19,0.17401,3.30619
OR6C2,12,54132264,54133203,1.392456,8,0.174057,1.392456
TNNT2,1,199602588,199609019,6.094165,35,0.174119,0.0004220278383967175
MRPS28,8,80993649,81105061,6.790641,39,0.174119,0.00042774106022061515
MRC2,17,58112550,58124684,2.2637419999999997,13,0.17413399999999998,0.00020572501933594853
CRISP1,6,49909940,49942177,3.13659,18,0.174255,8.417324045318302e-05
ZNF559,19,9295982,9312860,2.265367,13,0.174259,5.976326044699099e-05
COX6C,8,100959553,100963022,2.439724,14,0.174266,2.439724
DEFB132,20,186376,189735,3.660363,21,0.17430299999999999,0.00012567188063134315
HAO2,1,119712924,119738274,3.48616,20,0.174308,0.00011371485484336461
SNRNP48,6,7547854,7554030,4.183536,24,0.174314,0.00013008842780329265
NEXN,1,78171314,78182166,1.74452,10,0.174452,1.9409857973709422e-05
LXN,3,159866899,159873176,1.919049,11,0.174459,1.919049
PTPN23,3,47397494,47429935,2.792576,16,0.174536,2.792576
FKBP1B,2,24130275,24140054,2.967843,17,0.17457899999999998,0.0007487964904742058
ZNF629,16,30697270,30706024,0.8731500000000001,5,0.17463,0.0001487384874762984
SH2B3,12,110340305,110373810,1.2224169999999999,7,0.17463099999999998,1.3471996222507717e-05
HMG20B,19,3523999,3530081,1.5721739999999997,9,0.17468599999999998,1.4491941907733312e-05
FKBP14,7,30019408,30032793,2.096508,12,0.174709,2.096508
CDC42EP3,2,37726469,37727234,2.795664,16,0.174729,0.00012554838602324856
VNN3,6,133085757,133097596,5.0671409999999995,29,0.174729,0.0003210659762029736
GIMAP6,7,149953396,149960374,3.4949600000000003,20,0.17474800000000001,0.0001870154435149528
APOBEC3H,22,37827868,37830016,1.398376,8,0.174797,3.6206256899656637e-05
OR1E2,17,3282913,3283885,1.573362,9,0.174818,1.988499163591725e-05
SPATA22,17,3290063,3321839,4.720086,27,0.174818,4.720086
GPR151,5,145874609,145875869,1.923592,11,0.174872,7.309568928224398e-05
TMCO3,13,113193308,113252545,8.919339,51,0.17488900000000002,8.919339
ALDH3A2,17,19500049,19521500,4.197624,24,0.174901,0.00019972299120911833
CACNA1C,12,2657025,2677376,3.84956,22,0.17498,0.0005811461752606781
EME2,16,1763229,1766341,2.9747789999999994,17,0.17498699999999998,2.9747789999999994
CYP3A4,7,99192539,99219744,2.79984,16,0.17499,7.356747683166107e-05
ZNF428,19,48803215,48815846,2.62536,15,0.175024,2.62536
CADM4,19,48818361,48835831,3.675504,21,0.175024,3.675504
MOCS1,6,39980023,40010232,5.955032,34,0.175148,0.00019533283267933818
RASSF4,10,44797974,44810178,3.1558140000000003,18,0.175323,0.00013415751405966838
ZNF22,10,44818822,44819497,1.5779070000000002,9,0.175323,4.686855697257241e-05
FUCA1,1,24053436,24067408,2.6312550000000003,15,0.17541700000000002,5.706787623410473e-05
UBE2H,7,129260230,129380025,6.668354,38,0.175483,0.0002469903459465248
TMEM30A,6,76019360,76051200,3.86067,22,0.175485,0.00011592590287196289
FKBP3,14,44654858,44674272,1.931006,11,0.175546,2.6314403118327726e-05
ZNF280A,22,21198325,21199954,0.35112600000000005,2,0.17556300000000002,0.35112600000000005
PRPF6,20,62082874,62134897,4.916688,28,0.175596,0.00013221141895491373
SPEF1,20,3706150,3710102,1.405024,8,0.175628,9.959061455569419e-05
MYOZ3,5,150020596,150039118,2.988651,17,0.175803,2.988651
RBM22,5,150050548,150060817,1.230621,7,0.175803,1.5573343477262716e-05
ZNF221,19,49147236,49163592,2.461354,14,0.175811,3.516176393069629e-05
TACC1,8,38796196,38829703,2.814784,16,0.175924,0.00010401460966770189
ELSPBP1,19,53189742,53220217,7.743780000000001,44,0.175995,0.00032179056474639306
NKD2,5,1062167,1091925,3.5241800000000003,20,0.176209,3.5241800000000003
SPAG16,2,213857384,213938385,4.405275,25,0.17621099999999998,4.405275
C2CD3,11,73501893,73559712,3.8770379999999998,22,0.176229,3.8770379999999998
SLC20A2,8,42393149,42516225,8.636201,49,0.176249,8.636201
PPP2R5A,1,210525501,210601828,4.23096,24,0.17629,4.23096
CD1C,1,156528497,156531188,1.234653,7,0.176379,1.1069803623615826e-05
PILRB,7,99793561,99803388,1.058298,6,0.17638299999999998,1.058298
MON1B,16,75785365,75791044,3.5278000000000005,20,0.17639000000000002,3.5278000000000005
OR8K3,11,55842358,55843297,2.9989359999999996,17,0.17640799999999998,2.9989359999999996
CCDC130,19,13723421,13735106,3.177234,18,0.176513,5.377407611285715e-05
COX6A1,12,119360286,119362912,1.236466,7,0.17663800000000002,0.00016019142481910466
TRIAP1,12,119366146,119368598,1.4131040000000001,8,0.17663800000000002,1.4131040000000001
SPO11,20,55338237,55352456,1.4136799999999998,8,0.17670999999999998,1.657628924165515e-05
ATP10A,15,23637723,23661410,3.53426,20,0.176713,0.00012780422629433096
STK35,20,2031413,2077198,9.546714,54,0.176791,0.0012432593171127877
ZNF597,16,3426110,3433491,3.3603970000000003,19,0.17686300000000002,3.3603970000000003
ZRANB2,1,71301561,71319333,1.9460760000000001,11,0.17691600000000002,1.9460760000000001
CDK5R2,2,219532641,219535121,1.59255,9,0.17695,0.0001996077520395189
PRMT6,1,107400931,107403437,1.5931440000000001,9,0.177016,1.5931440000000001
FAM177B,1,220977180,220990625,3.1863420000000002,18,0.177019,3.1863420000000002
CCDC40,17,75669836,75689007,3.894946,22,0.177043,3.894946
PNPLA6,19,7525778,7532652,2.83312,16,0.17707,0.0002055027139035832
UBC,12,123964079,123964618,1.7711999999999999,10,0.17712,0.00012064219403658458
DNM1L,12,32723403,32789851,7.08968,40,0.177242,7.08968
YARS2,12,32790743,32800141,2.835872,16,0.177242,2.835872
CBR1,21,36364154,36367334,2.836208,16,0.177263,4.604211741132765e-05
OLR1,12,10215079,10215998,2.304835,13,0.177295,0.00015774066020710577
ATOH1,4,94969100,94970165,2.482214,14,0.177301,0.00017602450658614103
CYHR1,8,145660007,145661839,1.063812,6,0.177302,1.063812
NSUN4,1,46580094,46603277,5.496765,31,0.177315,5.496765
OR14A16,1,246044724,246045654,1.7733800000000002,10,0.17733800000000002,1.7733800000000002
SUPT16H,14,20920880,20922265,1.418784,8,0.177348,8.991384384902968e-05
ASB17,1,76157147,76170704,4.079533,23,0.177371,4.079533
KIR3DL3,19,59927795,59939815,1.596942,9,0.177438,1.596942
OR5K2,3,99699214,99700165,1.77438,10,0.177438,1.77438
CLDND1,3,99717006,99724600,3.371322,19,0.177438,0.0001635855235184011
DUSP6,12,88265967,88270427,2.307591,13,0.177507,3.2662697084716075e-05
RIOK2,5,96528207,96544700,3.731217,21,0.177677,7.614236582194049e-05
WNT5A,3,55474782,55496371,3.55632,20,0.177816,0.0003925553176569758
RFXAP,13,36291338,36301740,2.845168,16,0.177823,0.00027136185617040196
ANKRD18B,9,33538401,33545775,0.35565399999999997,2,0.17782699999999999,8.092151179700192e-07
PCSK7,11,116582606,116583990,1.77874,10,0.177874,0.0002163457750857971
PFN4,2,24191747,24199655,2.6682149999999996,15,0.17788099999999998,2.6682149999999996
DRGX,10,50244166,50269913,3.0249119999999996,17,0.17793599999999998,3.0249119999999996
WNT1,12,47658502,47662746,1.78068,10,0.178068,8.768871365369623e-05
BIRC3,11,101697777,101707193,1.959177,11,0.178107,0.0002478658626814902
WDR11,10,122636190,122658987,3.918376,22,0.178108,0.00023451555104501238
CTSZ,20,57006052,57006446,2.316093,13,0.17816099999999999,0.00011269869077344707
KAT5,11,65236666,65243651,2.6736600000000004,15,0.178244,0.0002821404612781348
RNASEH2C,11,65241719,65244985,2.495416,14,0.178244,3.936913239539771e-05
LCT,2,136261884,136311220,5.171831,29,0.178339,0.00037762269505813516
LFNG,7,2526004,2535336,1.78349,10,0.178349,5.743662245354166e-05
SSFA2,2,182488187,182503706,1.60524,9,0.17836,0.00022681056568856636
IPO5,13,97451900,97462597,2.67576,15,0.178384,0.00019149948505979095
HERC2,15,26173080,26240890,2.856128,16,0.178508,4.41668543141367e-05
HRASLS2,11,63076817,63087431,1.964831,11,0.178621,0.0001817648832717887
PTP4A3,8,142501188,142510802,2.501184,14,0.17865599999999998,8.401041398713144e-05
SLC26A2,5,149320492,149347156,4.113159,23,0.178833,0.0001708773661082874
PELI1,2,64185338,64187218,1.78898,10,0.178898,2.082020205644391e-05
SNAI2,8,49992793,49996541,1.252433,7,0.178919,6.330454747254831e-05
ACAD9,3,130105890,130114647,2.8630560000000003,16,0.17894100000000002,2.8630560000000003
LIPF,10,90414073,90428552,3.759294,21,0.179014,9.237612856480202e-05
AKAP5,14,64004865,64006149,1.969671,11,0.179061,0.0004373168649182035
DES,2,219991342,219999705,2.507988,14,0.179142,3.408004382623625e-05
CNR2,1,24073611,24074694,2.866576,16,0.179161,5.989055798916291e-05
HMBS,11,118463906,118469469,4.4796249999999995,25,0.17918499999999998,0.0001434330486342956
H2AFX,11,118469798,118471369,3.762885,21,0.17918499999999998,9.212987231088586e-05
DPAGT1,11,118472430,118476763,4.30044,24,0.17918499999999998,0.0003061231957890181
NSUN7,4,40447376,40506759,4.66518,26,0.17943,4.66518
KRTAP6-1,21,30907875,30908094,1.076622,6,0.17943699999999999,5.587968673348596e-05
KRTAP20-1,21,30910644,30910815,1.076622,6,0.17943699999999999,1.076622
HAAO,2,42847732,42873255,4.6663499999999996,26,0.179475,0.0006261526910152331
CIDEA,18,12244627,12267594,4.8487409999999995,27,0.179583,4.8487409999999995
ANKRD2,10,99322245,99333631,2.6945850000000005,15,0.17963900000000002,2.6945850000000005
NCK2,2,105834736,105877160,5.9287469999999995,33,0.17965899999999999,0.00019747653169720905
CHRM5,15,32142210,32143809,1.4373120000000001,8,0.17966400000000002,1.4373120000000001
PCP2,19,7602506,7604570,3.0550529999999996,17,0.17970899999999998,3.0550529999999996
TSSC4,11,2380439,2381429,1.9769090000000002,11,0.17971900000000002,1.9769090000000002
ABTB1,3,128878499,128882453,2.6963850000000003,15,0.179759,2.6963850000000003
SNX18,5,53849349,53878173,5.932575,33,0.179775,0.00018964382894497337
AADACL3,1,12698704,12711313,4.67571,26,0.179835,4.67571
GINS1,20,25336322,25377191,4.141403,23,0.180061,0.00038282666417277376
PRAME,22,21220122,21231696,1.080372,6,0.180062,1.080372
SSRP1,11,56850034,56859927,2.8816,16,0.1801,0.00017103979250698555
SIK2,11,111102835,111106785,1.261456,7,0.18020799999999998,0.000257631677489298
TWISTNB,7,19701609,19715185,2.883568,16,0.180223,8.047252087892929e-05
UQCRB,8,97308479,97317038,1.8023599999999997,10,0.18023599999999998,1.8023599999999997
NAP1L1,12,74729608,74764717,2.883968,16,0.180248,0.00017864391998717818
FBXL16,16,682505,695809,2.70543,15,0.180362,2.70543
GP2,16,20229311,20246336,4.690556,26,0.18040599999999998,4.690556
PYCR2,1,224176180,224177071,1.2640040000000001,7,0.180572,8.920003669112683e-06
ASNSD1,2,190234390,190243800,1.2640319999999998,7,0.180576,1.2640319999999998
CD3EAP,19,50601788,50605864,2.348073,13,0.180621,0.00011940061232589306
ERCC1,19,50608531,50618642,2.709315,15,0.180621,4.4260535466869134e-05
CYP3A43,7,99263571,99302109,5.5998090000000005,31,0.18063900000000002,5.5998090000000005
GGCT,7,30502761,30510977,3.2517180000000003,18,0.180651,5.655126363418554e-05
FAM3D,3,58594709,58627601,8.310222,46,0.18065699999999998,8.310222
IL22RA2,6,137506649,137536478,8.310544,46,0.18066400000000002,8.310544
RNF40,16,30681143,30694039,1.265012,7,0.18071600000000002,0.00025233398723805675
COL18A1,21,45751841,45758062,3.2529420000000004,18,0.18071900000000002,3.2529420000000004
SLC19A1,21,45759056,45786779,4.8794130000000004,27,0.18071900000000002,0.0008937137136358247
ZNF143,11,9439088,9506647,6.327825000000001,35,0.180795,6.327825000000001
DAND5,19,12941323,12946567,0.723256,4,0.180814,0.723256
RHBDD1,2,227479709,227569836,6.330205000000001,35,0.18086300000000002,6.330205000000001
DIS3L2,2,232908726,232909927,1.26644,7,0.18092,1.26644
OR7A5,19,14799093,14806960,4.342584,24,0.18094100000000002,0.0003715812566074527
OR7A10,19,14812759,14813689,3.2569380000000003,18,0.18094100000000002,3.2569380000000003
PIK3R1,5,67622383,67633405,2.3524410000000002,13,0.180957,7.86432786857283e-05
CDC37,19,10362824,10375271,1.8099100000000001,10,0.180991,2.9876499014158364e-05
C12orf56,12,62947029,63070612,8.510149,47,0.181067,8.510149
KIF14,1,198787929,198856485,6.8811919999999995,38,0.181084,0.00031977733186620144
SPN,16,29582550,29583753,1.629864,9,0.181096,0.0001478800699054013
SNAPC1,14,61298919,61332899,2.1746160000000003,12,0.18121800000000002,3.657247521700092e-05
OR5T1,11,55799690,55800671,1.087458,6,0.18124300000000002,1.087458
NUDT7,16,76313911,76333655,7.24984,40,0.181246,7.24984
RPP40,6,4940278,4949270,4.1695780000000005,23,0.181286,9.730502112519537e-05
C2orf80,2,208738315,208763018,5.258106,29,0.181314,5.258106
CHRNA6,8,42726936,42742776,1.81332,10,0.181332,7.71008025161714e-05
GJC3,7,99359103,99365179,2.90144,16,0.18134,2.90144
MUC5B,11,1206975,1218181,2.357992,13,0.181384,2.357992
WDR93,15,88045941,88048702,2.541294,14,0.18152100000000002,3.5032659671311485e-05
FAM71E2,19,60564179,60566421,2.5424979999999997,14,0.181607,2.5424979999999997
ZNF124,1,245386345,245401941,3.6325000000000003,20,0.181625,7.060911868533558e-05
NAT8L,4,2031384,2037433,1.6357679999999999,9,0.181752,1.6357679999999999
WDR78,1,67109516,67163158,3.454466,19,0.181814,3.454466
AXIN2,17,60984385,60986906,1.63701,9,0.18189,4.795621126469939e-05
SENP6,6,76433147,76484714,2.728755,15,0.181917,2.728755
CHRNB2,1,152806880,152818977,3.0943739999999997,17,0.182022,0.00011564513270709693
UPP1,7,48095375,48114855,2.7324750000000004,15,0.18216500000000002,0.00031446083365957694
RETN,19,7640211,7641340,1.639557,9,0.182173,7.303623545680566e-05
TRAPPC5,19,7653139,7653706,0.910865,5,0.182173,9.495548276917617e-06
DUSP3,17,39199024,39207832,2.7338999999999998,15,0.18225999999999998,4.0749925017608097e-05
C12orf43,12,119925620,119938683,3.827544,21,0.182264,0.00020395938817319926
APOBEC3C,22,37740210,37744771,0.9117500000000001,5,0.18235,0.9117500000000001
NEDD1,12,95830484,95870172,4.1942569999999995,23,0.182359,0.0003887655350428502
USP53,4,120407922,120413918,0.912215,5,0.182443,1.3236583266173432e-05
SPRR2D,1,151279227,151279446,2.189412,12,0.182451,2.189412
LBX1,10,102976722,102978707,1.45984,8,0.18248,0.00021372405595602282
MITF,3,70068442,70100177,3.103027,17,0.182531,0.00011663287890375624
KCTD3,1,213818965,213861772,2.739165,15,0.182611,2.739165
TMEM214,2,27109277,27118069,1.6437329999999999,9,0.182637,0.000281525172072871
CELSR2,1,109594163,109619901,4.933629,27,0.182727,0.00014053481771154547
SNRPD2,19,50882557,50887282,1.6446059999999998,9,0.18273399999999998,0.0001487175125125851
ACO1,9,32374600,32440832,10.05576,55,0.182832,0.0005672046528130201
TMPRSS2,21,41761530,41824913,10.239600000000001,56,0.18285,0.003305851009454479
IFT20,17,23679479,23686622,2.74287,15,0.182858,5.130546505834037e-05
TNFAIP1,17,23686912,23698160,3.474302,19,0.182858,6.963327121236317e-05
ARSA,22,49411884,49413086,2.92616,16,0.182885,6.791533828706674e-05
CD5L,1,156067327,156078258,2.3785710000000004,13,0.18296700000000002,4.930931733465777e-05
OR52H1,11,5522366,5523329,5.1231599999999995,28,0.18297,0.00013839904876042057
PSG1,19,48063197,48075711,0.9152899999999999,5,0.183058,4.416590022729755e-05
LSP1,11,1848729,1870069,2.929344,16,0.183084,2.929344
FBXW5,9,138954707,138958994,2.56515,14,0.183225,0.00027191771025448646
FXYD5,19,40349597,40352624,3.66566,20,0.183283,0.0007401958337540424
SCLT1,4,130179797,130234214,2.566382,14,0.183313,2.566382
ZBTB47,3,42675877,42684076,2.016971,11,0.183361,2.509101027498606e-05
AHR,7,17304831,17352299,3.851778,21,0.183418,0.0002058578145646533
METTL14,4,119826021,119851525,3.1184800000000004,17,0.18344000000000002,0.00019149663252549589
LRIG3,12,57552203,57600529,7.704648,42,0.183444,0.0003258818095423739
MYO9B,19,17178487,17185093,1.651338,9,0.183482,1.8860214237479572e-05
USE1,19,17187154,17191638,2.5687480000000003,14,0.183482,0.00015459845675397014
MOV10L1,22,48929944,48939813,3.120248,17,0.183544,3.120248
TMEM88,17,7699108,7700142,1.83566,10,0.183566,1.83566
CYB5D1,17,7701788,7706325,2.019226,11,0.183566,2.019226
UBE2S,19,60604461,60611137,2.38667,13,0.18359,3.535683108409324e-05
GDAP1L1,20,42309321,42342427,4.03942,22,0.18361,4.03942
NR5A1,9,126283335,126309520,2.93896,16,0.183685,0.00018496534280087342
KRTAP12-1,21,44925918,44926506,3.857532,21,0.183692,0.00010972602184342453
ARHGAP20,11,109952976,109965619,3.123852,17,0.183756,0.00020317553239907287
PON2,7,94872109,94902320,5.6984200000000005,31,0.18382,0.0005083623524975612
RAB15,14,64482286,64508551,4.781036,26,0.183886,4.781036
DNAJB8,3,129664079,129664778,3.310128,18,0.183896,6.234934452003714e-05
SNAPIN,1,151897823,151900930,1.83948,10,0.183948,0.0002475959675590269
ILF2,1,151904292,151910103,1.83948,10,0.183948,4.684105497828833e-05
ATPAF1,1,46881452,46904107,4.231379,23,0.183973,0.00012194409595394758
LRRN3,7,110550064,110552191,1.8407399999999998,10,0.184074,9.70083519485199e-05
SAMD7,3,171112175,171139642,4.603625,25,0.184145,0.0001277592376553052
SLAIN1,13,77215151,77236378,2.9474400000000003,16,0.18421500000000002,2.9474400000000003
SH3YL1,2,233502,252786,3.5014339999999997,19,0.18428599999999998,0.0004597947204512931
DMC1,22,37275312,37296135,1.105854,6,0.184309,5.6649207037507526e-05
ADAT2,6,143796660,143805507,3.6863200000000003,20,0.184316,8.578421401896462e-05
PEX3,6,143813809,143852836,5.3451640000000005,29,0.184316,0.00024437493016255733
TRIM16L,17,18566126,18580156,0.737592,4,0.184398,0.737592
EIF4A3,17,75723611,75735533,2.213088,12,0.184424,3.9594870752984325e-05
C22orf23,22,36669478,36679549,2.0286750000000002,11,0.184425,0.00027195379331594426
ABHD11,7,72790059,72791120,0.737872,4,0.184468,3.9250209750344276e-05
SH3BP1,22,36366338,36381995,3.136959,17,0.184527,3.136959
PDXP,22,36384682,36392885,2.398851,13,0.184527,2.398851
PAOX,10,135042730,135055188,3.5068870000000003,19,0.18457300000000001,6.622653615192688e-05
MTG1,10,135057610,135084164,4.614325,25,0.18457300000000001,4.614325
B4GALT4,3,120413278,120442442,5.1680719999999996,28,0.184574,5.1680719999999996
ZNF587,19,63059148,63068299,1.6614,9,0.1846,1.6614
ZNF616,19,57309464,57335003,2.954576,16,0.184661,2.954576
EDEM3,1,182956284,182990664,2.95528,16,0.184705,2.95528
CBLL1,7,107171821,107187262,2.403947,13,0.184919,2.403947
TM6SF1,15,81581667,81596680,1.664541,9,0.184949,0.00021466611536689182
MPDU1,17,7430510,7432247,2.96008,16,0.185005,4.725255362065357e-05
SOX15,17,7432221,7434212,2.96008,16,0.185005,0.0007306340247509445
OR10H5,19,15765858,15766806,1.4800719999999998,8,0.18500899999999998,1.4800719999999998
AZGP1,7,99402285,99411623,1.85032,10,0.185032,1.85032
FBXO30,6,146160964,146177614,3.145561,17,0.185033,3.145561
CLDN9,16,3002206,3004507,1.665468,9,0.185052,5.9726821148086644e-05
CLDN6,16,3005360,3006023,1.665468,9,0.185052,1.665468
UHRF2,9,6476820,6497051,2.4056759999999997,13,0.185052,2.4056759999999997
KCNK15,20,42807901,42813082,2.591022,14,0.18507300000000002,8.104770324997457e-05
TTC3,21,37450826,37480250,4.072068,22,0.185094,4.072068
BRPF1,3,9748433,9764699,4.0728599999999995,22,0.18513,0.00041581839869280233
RAB14,9,122980235,123003907,3.5214220000000003,19,0.185338,3.5214220000000003
TOX4,14,21015174,21037159,4.265097000000001,23,0.18543900000000002,0.00044557909176386467
CHORDC1,11,89574264,89595854,5.194,28,0.1855,0.0001514334018400525
ZNF432,19,57228488,57243885,2.7824999999999998,15,0.1855,8.412747019426074e-05
SERTAD3,19,45639236,45639827,1.85622,10,0.185622,0.00032088488465188805
BLVRB,19,45645530,45663565,3.155574,17,0.185622,0.00016021752669059277
PCNP,3,102775731,102795971,2.974336,16,0.185896,0.0005684770635529938
DYNLT1,6,158977493,158985728,2.7885,15,0.1859,0.0001393036624429582
IGSF10,3,152637166,152659187,5.021028,27,0.18596400000000002,5.021028
DDX43,6,74161191,74183791,2.046341,11,0.186031,8.190089284597754e-05
MTF2,1,93366939,93377226,1.302392,7,0.186056,1.302392
