Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR,Gene ReScoreRWR
RGP1,9,35744030,35744060,0.033759500000000005,8,0.27007600000000004,0.033759500000000005,0.033759500000000005
ZC3H7A,16,11757593,11798589,0.015890882352941175,17,0.27014499999999997,3.036073233442053e-07,0.0083287034821359
SMAD5,5,135496434,135546321,0.008186363636363636,33,0.27015,3.7111049035149567e-07,0.00792532428141177
ZNF613,19,57122499,57140817,0.012286863636363637,22,0.270311,0.012286863636363637,0.012286863636363637
TRUB1,10,116687941,116727429,0.012287363636363636,22,0.270322,1.7365021053482183e-07,0.008992893727464032
OR1N1,9,124328457,124329393,0.022527333333333333,12,0.270328,0.022527333333333333,0.022527333333333333
PPA1,10,71632591,71663196,0.010813399999999999,25,0.270335,1.4536810611449847e-06,0.008313174154485296
TMEM139,7,142692562,142695263,0.0450595,6,0.270357,3.187099931759875e-06,0.011702685243210102
FNDC5,1,33102641,33110669,0.024579000000000004,11,0.270369,0.024579000000000004,0.024579000000000004
H1F0,22,36531059,36533389,0.019316785714285713,14,0.270435,0.019316785714285713,0.019316785714285713
GCAT,22,36533900,36543129,0.018029,15,0.270435,3.3118306737424535e-07,0.009262533781028053
PLXNB1,3,48431211,48432976,0.02253775,12,0.270453,1.2261762821883233e-06,0.009646052960251296
ZC3H12C,11,109512597,109536365,0.008200636363636363,33,0.270621,2.8128669701359703e-07,0.0043161244019138765
RPL28,19,60589529,60595267,0.022554333333333332,12,0.270652,0.022554333333333332,0.022554333333333332
ABCA8,17,64439518,64463128,0.011767826086956522,23,0.27066,3.8773830008814424e-07,0.008819089416998596
SNAI1,20,48032933,48038827,0.020825076923076925,13,0.270726,5.360725125082217e-06,0.009598787422658857
WDR34,9,130435760,130458950,0.019340642857142855,14,0.270769,7.780771706489239e-07,0.008720112816781339
SLC6A17,1,110536650,110539089,0.01934085714285714,14,0.27077199999999996,0.01934085714285714,0.01934085714285714
NUDT8,11,67151985,67153977,0.022565583333333333,12,0.270787,0.022565583333333333,0.022565583333333333
OR52K1,11,4466706,4467651,0.0270832,10,0.270832,0.0270832,0.0270832
IVNS1ABP,1,183534159,183537469,0.0271024,10,0.271024,1.4471862684268064e-06,0.009915305395244782
DDX52,17,33064965,33076913,0.024686,11,0.271546,1.7342888589280198e-06,0.009933145872012676
CYBRD1,2,172087111,172122889,0.007547111111111111,36,0.271696,0.007547111111111111,0.007547111111111111
HELB,12,64982622,65018259,0.009704071428571428,28,0.271714,8.52596488454043e-08,0.007635485376519463
SNX16,8,82874372,82916990,0.009370793103448277,29,0.271753,1.0921175033584067e-07,0.008312471562817133
RDX,11,109605375,109672647,0.008239181818181817,33,0.271893,7.907240828816358e-07,0.00846589815623664
DIRC1,2,189307577,189307892,0.054393800000000006,5,0.271969,2.5889730515270305e-06,0.012742862974743821
TRMT5,14,60507919,60517535,0.02476981818181818,11,0.272468,0.02476981818181818,0.02476981818181818
TAS2R16,7,122421994,122422990,0.014342263157894736,19,0.272503,0.014342263157894736,0.014342263157894736
GSPT1,16,11874039,11917440,0.011354958333333333,24,0.272519,5.148370429128802e-07,0.008364157380525797
PKP2,12,32834946,32941047,0.00545192,50,0.272596,8.296340724795765e-07,0.008318834728252664
NBPF1,1,146472026,146708630,0.272731,1,0.272731,0.272731,0.272731
RAB36,22,21817512,21836531,0.008021882352941176,34,0.272744,6.110724564063044e-08,0.007152393865777167
ZNF558,19,8781381,8803975,0.012400545454545454,22,0.272812,2.3214111436040784e-07,0.008369247494918665
NFIL3,9,93211448,93212837,0.0272826,10,0.272826,2.4606389367761193e-06,0.00992757802870469
MYBBP1A,17,4388939,4405430,0.018199533333333334,15,0.272993,1.1349068978735015e-06,0.009278251492687612
GGT6,17,4406970,4410625,0.0272993,10,0.272993,0.0272993,0.0272993
PSMC6,14,52257967,52264466,0.018205666666666665,15,0.27308499999999997,4.4578693042573623e-07,0.00970556924159589
OVOL1,11,65317755,65321261,0.0182062,15,0.273093,6.067765195992173e-07,0.011155604863669958
ADAMTS13,9,135310590,135314329,0.01437457894736842,19,0.273117,5.187841488113335e-07,0.009245820152198327
HECTD1,14,30742031,30746666,0.030357777777777775,9,0.27321999999999996,1.5711807457112174e-06,0.00985788118640594
CDKN1B,12,12761575,12766570,0.019523142857142853,14,0.27332399999999996,1.524847136391983e-06,0.008931669914711655
OR5T3,11,55776251,55777274,0.03906857142857143,7,0.27348,0.03906857142857143,0.03906857142857143
TRMT11,6,126349268,126402113,0.0170955,16,0.273528,0.0170955,0.0170955
NPAT,11,107547084,107565274,0.030403222222222224,9,0.273629,3.1251455561368183e-06,0.010559539419785068
MRPS14,1,173249750,173259184,0.01954664285714286,14,0.27365300000000004,7.416829862555098e-07,0.009691963132422108
VIM,10,17311280,17319598,0.018244866666666668,15,0.273673,0.018244866666666668,0.018244866666666668
TAF6,7,99545758,99554915,0.021055692307692307,13,0.27372399999999997,7.070732355292158e-07,0.00943522695676559
CNPY4,7,99555200,99561064,0.030413777777777776,9,0.27372399999999997,0.030413777777777776,0.030413777777777776
GPR52,1,172683834,172685306,0.0273841,10,0.273841,5.133961576325668e-06,0.009847240481477965
TMEM130,7,98283076,98305573,0.015216055555555556,18,0.273889,2.1238404017192158e-07,0.009659099356943812
CLSTN3,12,7199767,7202797,0.034240375,8,0.273923,4.113426186354054e-06,0.010660924349276693
MYEF2,15,46231796,46257850,0.09131866666666666,3,0.273956,0.09131866666666666,0.09131866666666666
STEAP2,7,89681069,89704928,0.008058705882352942,34,0.273996,0.008058705882352942,0.008058705882352942
KRTAP8-1,21,31106885,31107441,0.022836166666666668,12,0.274034,0.022836166666666668,0.022836166666666668
C9orf85,9,73716242,73788522,0.01612523529411765,17,0.274129,2.5146051291670777e-07,0.00842926870616815
TFIP11,22,25217894,25238437,0.009453551724137933,29,0.27415300000000004,3.536082918019067e-07,0.008170477746771213
TMED2,12,122635028,122648641,0.02492472727272727,11,0.27417199999999997,0.02492472727272727,0.02492472727272727
RTN4R,22,18608937,18635816,0.01958392857142857,14,0.274175,3.51452990151274e-07,0.008683615469361881
U2AF1L4,19,40925269,40927479,0.02496118181818182,11,0.274573,1.1837448729411029e-06,0.00949379871427028
PSENEN,19,40928333,40935574,0.021121,13,0.274573,0.021121,0.021121
LIN37,19,40931351,40937260,0.022881083333333333,12,0.274573,4.7584101010339944e-07,0.009696436720102782
CNR1,6,88910294,88911712,0.019612928571428573,14,0.274581,4.989080109243098e-07,0.009113348962474607
ATXN7L3,17,39624698,39631055,0.02289933333333333,12,0.274792,5.278110168398523e-07,0.010639193725010591
NKX6-2,10,134448309,134449527,0.03053611111111111,9,0.274825,0.03053611111111111,0.03053611111111111
SPRYD3,12,51744664,51759405,0.015269722222222223,18,0.274855,6.654387644198566e-07,0.008563931060761412
CTSA,20,43953606,43960865,0.0183276,15,0.274914,3.0629794520669276e-07,0.00828867730609682
COPS6,7,99524518,99527758,0.024993363636363633,11,0.274927,7.161152278683413e-07,0.009465101643220472
MCM7,7,99528339,99537363,0.0171829375,16,0.274927,3.136084119901168e-07,0.008813372745205321
AP4M1,7,99537619,99542739,0.0171829375,16,0.274927,3.757353164023503e-07,0.008040088020054629
TBKBP1,17,43127628,43144415,0.0171845625,16,0.274953,0.0171845625,0.0171845625
FBXO42,1,16491420,16514517,0.019643142857142856,14,0.27500399999999997,6.505381725866903e-07,0.009436500700735444
CCNC,6,100111837,100123411,0.025018636363636368,11,0.27520500000000003,0.025018636363636368,0.025018636363636368
C11orf68,11,65441505,65442261,0.025025727272727272,11,0.275283,1.0839350022561868e-06,0.011184297821379958
DRAP1,11,65443303,65445607,0.0275283,10,0.275283,3.295379190335386e-06,0.009946612450939413
LSM14B,20,60131587,60139142,0.01966714285714286,14,0.27534000000000003,0.01966714285714286,0.01966714285714286
PSMA7,20,60145185,60151869,0.017208750000000002,16,0.27534000000000003,3.3368487093278343e-07,0.009527617293405885
CA9,9,35663914,35671154,0.015297055555555553,18,0.27534699999999995,5.74496689210596e-07,0.008567276843290375
CDC6,17,35697671,35712939,0.0275447,10,0.275447,3.540690162244193e-06,0.009821353536170141
GUSB,7,65078273,65084681,0.04591016666666667,6,0.275461,8.765954455875861e-06,0.011934705316645429
ZNF689,16,30522200,30529183,0.09182866666666667,3,0.275486,0.09182866666666667,0.09182866666666667
APBB1,11,6379887,6383465,0.019679642857142857,14,0.275515,7.867200809119135e-07,0.009507463830882346
LCE2A,1,150938001,150938322,0.03445475,8,0.275638,1.1225301004496711e-06,0.010626166141661944
LCE4A,1,150948146,150948534,0.016214,17,0.275638,0.016214,0.016214
OR1C1,1,245987386,245988331,0.027567800000000003,10,0.27567800000000003,0.027567800000000003,0.027567800000000003
MYOD1,11,17697685,17700254,0.021206538461538464,13,0.275685,1.7639175542973756e-06,0.00991042169124875
MYO15B,17,71128141,71134159,0.016237176470588234,17,0.276032,0.016237176470588234,0.016237176470588234
FAM129C,19,17511961,17515800,0.0276066,10,0.276066,7.2852389318214e-07,0.009686985851137047
TTC5,14,19827143,19843976,0.01380535,20,0.276107,0.01380535,0.01380535
CRYAA,21,43462209,43465982,0.02124123076923077,13,0.276136,2.9574153127389413e-06,0.009705482015398836
ALPK2,18,54346963,54356436,0.007675166666666667,36,0.276306,0.007675166666666667,0.007675166666666667
ANP32A,15,66859258,66900277,0.00863565625,32,0.276341,3.4227147350101644e-07,0.008141110901037907
DCDC1,11,31240746,31347897,0.014547684210526315,19,0.276406,0.014547684210526315,0.014547684210526315
PTGR1,9,113394260,113401922,0.01627070588235294,17,0.276602,0.01627070588235294,0.01627070588235294
LIMK1,7,73149345,73163706,0.02128115384615385,13,0.27665500000000004,1.2806897228314845e-06,0.00921622311520375
INS,11,2137657,2138794,0.027678,10,0.27678,4.974416799613441e-06,0.010244371684436527
LDLRAD2,1,22020529,22021628,0.030773000000000002,9,0.276957,2.075345416754147e-06,0.010445470169814878
PCID2,13,112899333,112910963,0.0277057,10,0.277057,2.0636067019996133e-06,0.01001177804429429
HCK,20,30103717,30153318,0.011087280000000001,25,0.27718200000000004,2.0276701701825233e-07,0.009125503195201133
WDR5,9,135994734,136014915,0.014594894736842107,19,0.277303,6.990153957539018e-07,0.008688400186252056
ATP5S,14,49855701,49872024,0.010270851851851852,27,0.27731300000000003,0.010270851851851852,0.010270851851851852
HERC4,10,69498772,69505109,0.023111500000000004,12,0.27733800000000003,4.815317204479614e-07,0.00842821678832732
GPN3,12,109374673,109390452,0.046232,6,0.277392,0.046232,0.046232
TNPO1,5,72179775,72245971,0.009251066666666667,30,0.277532,0.009251066666666667,0.009251066666666667
NFYA,6,41173678,41175686,0.027795599999999997,10,0.277956,6.895852757754981e-07,0.00930017480823521
TRABD,22,48973569,48980154,0.021381307692307693,13,0.277957,0.021381307692307693,0.021381307692307693
HGSNAT,8,43114748,43177127,0.034765875,8,0.278127,1.3083896746038308e-06,0.010478982232672011
IL1B,2,113303807,113310827,0.023192,12,0.278304,0.023192,0.023192
TAS2R13,12,10951791,10953428,0.03975814285714286,7,0.278307,3.06511093274328e-06,0.011409588996044603
CALB1,8,91159776,91176863,0.023249833333333334,12,0.278998,0.023249833333333334,0.023249833333333334
ZNF417,19,63108953,63119790,0.025372545454545457,11,0.279098,0.025372545454545457,0.025372545454545457
ZNF418,19,63125063,63138552,0.016417529411764706,17,0.279098,0.016417529411764706,0.016417529411764706
C1QTNF2,5,159707352,159730226,0.011174759999999999,25,0.279369,0.011174759999999999,0.011174759999999999
CDK7,5,68566377,68609013,0.010349333333333334,27,0.279432,4.898953334357147e-07,0.00924828948727891
OR6F1,1,245941753,245942680,0.031048444444444448,9,0.279436,1.3080669015929562e-06,0.010368417838667482
QPRT,16,29597941,29616815,0.0279474,10,0.279474,0.0279474,0.0279474
EID1,15,46957581,46959672,0.02150453846153846,13,0.279559,4.221333259175659e-07,0.00898610418575723
ZFP36L1,14,68325074,68329538,0.023315083333333333,12,0.279781,0.023315083333333333,0.023315083333333333
DEFA1,8,6822580,6825024,0.0559832,5,0.279916,1.4265153767357945e-05,0.012988101033548468
TRIM56,7,100517313,100519581,0.0279966,10,0.279966,1.2729259593689012e-06,0.010128058976798787
PLA2G2C,1,20363070,20374274,0.018665933333333332,15,0.279989,0.018665933333333332,0.018665933333333332
CBY1,22,37382603,37399801,0.014739842105263157,19,0.280057,1.7107239091774022e-06,0.008270729727135346
PIK3R2,19,18127266,18142304,0.0140067,20,0.280134,2.0364241923050273e-07,0.00839718795604536
IFI30,19,18145578,18149927,0.025466727272727273,11,0.280134,6.4207288115653485e-06,0.010101145793708027
SENP5,3,198079123,198145981,0.0075732162162162175,37,0.28020900000000004,0.0075732162162162175,0.0075732162162162175
AMBN,4,71492589,71507593,0.02003342857142857,14,0.280468,6.103150436542051e-07,0.009006699289251099
STOML2,9,35089888,35093192,0.02003757142857143,14,0.280526,0.02003757142857143,0.02003757142857143
HSD17B14,19,54008085,54031746,0.0175333125,16,0.280533,0.0175333125,0.0175333125
PLEKHA4,19,54032166,54063670,0.009673551724137931,29,0.280533,0.009673551724137931,0.009673551724137931
FERD3L,7,19150929,19151569,0.0467985,6,0.280791,1.914697843301426e-06,0.011276075747045365
ZBTB1,14,64041044,64070161,0.012770318181818181,22,0.280947,2.762074892673868e-07,0.008315011537615434
ALS2,2,202332427,202353983,0.01652805882352941,17,0.280977,0.01652805882352941,0.01652805882352941
PIGP,21,37359533,37367328,0.01561272222222222,18,0.281029,0.01561272222222222,0.01561272222222222
KRTAP15-1,21,30734516,30734969,0.0281144,10,0.281144,0.0281144,0.0281144
ARID3B,15,72670544,72672646,0.02556781818181818,11,0.281246,1.9437179774168385e-06,0.009846681156366418
LCK,1,32512512,32524353,0.07034775,4,0.281391,5.246789490703635e-06,0.014278839727008833
BAZ1B,7,72492675,72574544,0.014810842105263157,19,0.281406,0.014810842105263157,0.014810842105263157
ITGA2B,17,39806817,39813955,0.04691666666666666,6,0.2815,2.082662869941203e-06,0.01160653173354572
PYCARD,16,31120307,31121752,0.0563008,5,0.281504,2.7774975317992244e-06,0.012441000957082223
PYDC1,16,31135580,31135850,0.070376,4,0.281504,0.070376,0.070376
RPS9,19,59396839,59403331,0.014080050000000002,20,0.28160100000000005,1.7568453149189671e-06,0.008756428809498104
RUFY2,10,69823526,69837057,0.0563368,5,0.281684,6.073603131915294e-06,0.012805499260288225
ZNF468,19,58035789,58037199,0.04694983333333333,6,0.281699,4.56298023026289e-06,0.01186242314600856
CSTF3,11,33119552,33139613,0.014835842105263158,19,0.281881,2.868232001600712e-06,0.008812114163772488
PDZD3,11,118561418,118566130,0.07047625,4,0.281905,0.07047625,0.07047625
CCDC153,11,118566188,118582119,0.0281905,10,0.281905,0.0281905,0.0281905
C10orf99,10,85923533,85935030,0.028202300000000003,10,0.282023,0.028202300000000003,0.028202300000000003
DBR1,3,139362541,139376463,0.023507833333333335,12,0.282094,0.023507833333333335,0.023507833333333335
PANX2,22,48951286,48960851,0.018814266666666666,15,0.28221399999999996,1.8165618190200651e-06,0.009231618346119927
IL17RE,3,9919511,9933084,0.011761958333333334,24,0.282287,2.2209516549271785e-06,0.008532932164461446
HMX3,10,124885556,124887237,0.035313375,8,0.282507,1.5104755289726144e-06,0.010484710968612245
MFAP3L,4,171149103,171150024,0.040359,7,0.282513,2.175569963116844e-06,0.011692296928459444
IFITM1,11,303990,305272,0.03139366666666667,9,0.282543,3.5317955200999703e-06,0.010354739366148141
GTF2F1,19,6330579,6344291,0.018846266666666667,15,0.282694,4.293424426752449e-07,0.009199124052125815
OOEP,6,74135000,74161537,0.04048557142857142,7,0.28339899999999996,0.04048557142857142,0.04048557142857142
RAB20,13,109973413,110012072,0.0052512962962962964,54,0.28357,2.619789411039627e-07,0.007706801283480006
ART5,11,3616543,3620061,0.023646666666666667,12,0.28376,1.1080347712153398e-06,0.009580634150668944
ONECUT3,19,1704661,1726444,0.015766166666666664,18,0.28379099999999996,0.015766166666666664,0.015766166666666664
EBI3,19,4180539,4188524,0.056765600000000006,5,0.283828,6.514362212653462e-06,0.01264660196954413
DAB2IP,9,123570531,123587630,0.03154144444444444,9,0.283873,0.03154144444444444,0.03154144444444444
UBXN8,8,30728454,30744062,0.0177566875,16,0.284107,5.1239027145873e-07,0.008993326123176045
H1FOO,3,130749918,130752894,0.017759375,16,0.28415,2.9001031099910543e-07,0.009066876701639281
BBC3,19,52415918,52427863,0.05684,5,0.2842,3.030269304816463e-06,0.012609229412190632
FNBP1L,1,93686426,93792806,0.012357521739130435,23,0.284223,1.4974581293372567e-06,0.00892906583225332
TRPM6,9,76632435,76692830,0.013539904761904763,21,0.28433800000000004,1.898819443822247e-07,0.007905778518097081
ANKRD13C,1,70591081,70592987,0.028488400000000004,10,0.284884,9.644970516440382e-07,0.010345200025374193
HHLA3,1,70593080,70606293,0.025898545454545455,11,0.284884,1.0023754152391214e-06,0.0118915033079822
OXER1,2,42843142,42844905,0.028491500000000003,10,0.28491500000000003,0.028491500000000003,0.028491500000000003
MED21,12,27066749,27073949,0.025905909090909094,11,0.284965,2.387666251347964e-06,0.010162043038972595
DNAJB11,3,187770645,187786283,0.0142568,20,0.285136,3.979195499543285e-07,0.00854884156952705
OR10S1,11,123352612,123353608,0.021936846153846154,13,0.285179,1.383780201163458e-06,0.010122275856031697
RNF112,17,19255115,19261181,0.02194023076923077,13,0.285223,0.02194023076923077,0.02194023076923077
KIR2DL1,19,59973076,59987590,0.28534699999999996,1,0.28534699999999996,0.00013998369932273713,0.035984857910328426
DHX9,1,181117021,181123507,0.035690375,8,0.285523,0.035690375,0.035690375
EPX,17,53625120,53637524,0.015862555555555557,18,0.285526,6.829886759162425e-07,0.008806597614409894
MAP2K6,17,65013181,65029542,0.012416652173913042,23,0.285583,2.378864190444765e-06,0.008863091306721426
GSTT2B,22,22629600,22633393,0.09523866666666665,3,0.28571599999999997,0.09523866666666665,0.09523866666666665
FAT1,4,187864710,187884844,0.015876111111111108,18,0.28576999999999997,1.9884700262241757e-06,0.009377988968151603
REEP6,19,1442164,1448924,0.020426214285714287,14,0.285967,1.7532260687592692e-06,0.009155120993407517
SLC25A29,14,99831747,99842613,0.0286136,10,0.286136,0.0286136,0.0286136
GABRP,5,170154789,170173628,0.010222607142857143,28,0.286233,1.0487674092560518e-06,0.008578985276742798
HMSD,18,59767567,59778625,0.016845529411764704,17,0.28637399999999996,0.016845529411764704,0.016845529411764704
FAIM,3,139810608,139834903,0.013640142857142858,21,0.286443,1.2208656982027292e-06,0.008449578535112672
ATM,11,107680611,107691848,0.0286673,10,0.286673,6.226375573631315e-06,0.010042824788067221
SFXN1,5,174838198,174883712,0.00573774,50,0.286887,0.00573774,0.00573774
APOE,19,50100878,50104490,0.026103181818181817,11,0.287135,1.2114947044179627e-06,0.009661287244165663
APOC1,19,50111273,50114446,0.04785583333333333,6,0.287135,4.071424604253318e-06,0.011889536141799188
ABCD3,1,94719636,94756807,0.0179484375,16,0.287175,4.338839320381163e-07,0.008574572357195036
BCAT2,19,53995049,54005985,0.026139,11,0.287529,1.05331511284021e-06,0.009857270043455092
TMED3,15,77390545,77402244,0.015975666666666666,18,0.287562,4.644945847588226e-07,0.010905016291044383
DNTTIP2,1,94114592,94117330,0.01370852380952381,21,0.287879,0.01370852380952381,0.01370852380952381
SEC24C,10,75174137,75201925,0.012530478260869567,23,0.28820100000000004,3.5924978862053736e-07,0.008395240160749171
FUT11,10,75202054,75205982,0.019213400000000002,15,0.28820100000000004,0.019213400000000002,0.019213400000000002
ENAM,4,71713324,71731400,0.018015812500000002,16,0.28825300000000004,3.4595010665033556e-06,0.009373267544868542
GATA6,18,18004891,18036225,0.0160145,18,0.288261,1.8803101566525182e-06,0.009353530997651406
ZNF662,3,42924517,42934136,0.026205999999999997,11,0.28826599999999997,0.026205999999999997,0.026205999999999997
BTBD3,20,11846579,11855243,0.02217569230769231,13,0.28828400000000004,0.02217569230769231,0.02217569230769231
MUC7,4,71372524,71383303,0.019222000000000003,15,0.28833000000000003,3.2713018737021627e-07,0.008449660364115449
CCDC28B,1,32438788,32443578,0.024039583333333333,12,0.288475,0.024039583333333333,0.024039583333333333
IQCC,1,32443858,32446875,0.024039583333333333,12,0.288475,5.237808062659688e-07,0.008915579197161773
DCDC2B,1,32447281,32454384,0.019231666666666664,15,0.288475,0.019231666666666664,0.019231666666666664
TECPR1,7,97693839,97719404,0.0180319375,16,0.288511,1.4433612116808004e-06,0.008938575002002215
NUDT9,4,88562758,88598523,0.020609642857142858,14,0.288535,3.772909413560952e-07,0.009004006912129117
IFT140,16,1500430,1600693,0.005658137254901961,51,0.288565,0.005658137254901961,0.005658137254901961
CLGN,4,141529056,141568232,0.010692148148148149,27,0.288688,9.366810806811239e-07,0.008105701411160262
SSU72,1,1487594,1500125,0.02407366666666667,12,0.28888400000000003,0.02407366666666667,0.02407366666666667
HNF4A,20,42463337,42493444,0.006291304347826087,46,0.2894,5.073932374153e-07,0.007919266360808162
ANKRD37,4,186554833,186558384,0.02633018181818182,11,0.289632,8.376596029914352e-07,0.010716960874494258
SCPEP1,17,52410466,52439128,0.019319199999999998,15,0.289788,4.315427595344299e-07,0.009010188132275632
GCNT7,20,54499954,54534613,0.01380247619047619,21,0.289852,8.767685073688865e-07,0.009485377776320882
ATP6V1G3,1,196758974,196776698,0.017050823529411764,17,0.289864,0.017050823529411764,0.017050823529411764
CAMTA2,17,4814272,4824640,0.020712857142857144,14,0.28998,0.020712857142857144,0.020712857142857144
COTL1,16,83156708,83168203,0.009358193548387095,31,0.290104,3.374927546394958e-07,0.008479980173149578
CH25H,10,90955673,90957051,0.02233153846153846,13,0.29031,2.0069900558920752e-06,0.009984738765973064
MAD2L1,4,121200037,121207411,0.015283894736842104,19,0.290394,2.376288608364192e-07,0.00832171020628551
LILRB2,19,59469486,59476818,0.0290644,10,0.290644,3.872718012505366e-06,0.01009837031230355
OR6K6,1,156991229,156992261,0.01816575,16,0.290652,0.01816575,0.01816575
UBE2Q2,15,73939273,73980437,0.018175437500000002,16,0.29080700000000004,3.929962707088934e-07,0.008687724818823291
C19orf66,19,10058527,10064928,0.02646218181818182,11,0.291084,8.792991380350933e-07,0.01540006896283135
CD320,19,8273010,8279239,0.024258083333333333,12,0.291097,0.024258083333333333,0.024258083333333333
ZBTB32,19,40896174,40899780,0.032362222222222216,9,0.29125999999999996,3.89764006164542e-06,0.010916111482213236
DMRTC2,19,47040925,47048237,0.026489727272727272,11,0.291387,1.6946294466337087e-06,0.009704562404049525
NIF3L1,2,201464885,201476898,0.026498818181818182,11,0.291487,0.026498818181818182,0.026498818181818182
PELP1,17,4521427,4554381,0.012162000000000001,24,0.29188800000000004,0.012162000000000001,0.012162000000000001
PEA15,1,158441750,158451786,0.03648825,8,0.291906,5.176353040950123e-06,0.010990334715473449
SLC35C1,11,45783911,45791143,0.041705,7,0.291935,0.041705,0.041705
LSM7,19,2272519,2279614,0.019462999999999998,15,0.29194499999999995,0.019462999999999998,0.019462999999999998
FAM162A,3,123585712,123611651,0.012695304347826088,23,0.29199200000000003,0.012695304347826088,0.012695304347826088
WDR5B,3,123613389,123617572,0.017176,17,0.29199200000000003,9.232015729743459e-07,0.008764114513325372
HSF5,17,53852527,53920758,0.017179117647058824,17,0.292045,0.017179117647058824,0.017179117647058824
CAMKK2,12,120196241,120218888,0.032459444444444444,9,0.292135,1.427273659218805e-06,0.010851666865411377
POMZP3,7,76077238,76094556,0.073036,4,0.292144,0.073036,0.073036
OR7E24,19,9222719,9223739,0.03656025,8,0.292482,0.03656025,0.03656025
C6orf58,6,127940011,127954653,0.026596545454545453,11,0.292562,0.026596545454545453,0.026596545454545453
HPS1,10,100191701,100196694,0.024382249999999998,12,0.292587,1.527513688449956e-06,0.009764042728782035
RAD54L,1,46496944,46516732,0.01721235294117647,17,0.29261,3.1512830673772275e-07,0.00861335171955183
RPL10A,6,35544553,35546536,0.020903642857142857,14,0.292651,2.5980679574235257e-06,0.009262509575951032
FGF4,11,69296977,69299352,0.02090385714285714,14,0.29265399999999997,7.35574733793394e-07,0.009889679993121476
RASSF3,12,63309267,63375459,0.006508555555555556,45,0.292885,0.006508555555555556,0.006508555555555556
LSM3,3,14195340,14214842,0.012736739130434781,23,0.29294499999999996,7.966717156537449e-07,0.008576086169667704
LILRB1,19,59834288,59840816,0.03255677777777778,9,0.293011,0.03255677777777778,0.03255677777777778
ASTN2,9,118420408,118489334,0.007514666666666667,39,0.293072,3.8965574937842414e-07,0.008194002616814652
MAST4,5,66497423,66498848,0.020935785714285716,14,0.293101,0.020935785714285716,0.020935785714285716
SIX5,19,50959883,50964152,0.048854833333333327,6,0.293129,0.048854833333333327,0.048854833333333327
DMPK,19,50964815,50977655,0.024427416666666663,12,0.293129,2.476668706830581e-06,0.010084024235232456
CA13,8,86344967,86383554,0.014657449999999999,20,0.293149,6.676430853732884e-07,0.00850319820879825
CCDC58,3,123561125,123584764,0.017245176470588236,17,0.293168,0.017245176470588236,0.017245176470588236
TATDN3,1,211031807,211056591,0.014669749999999999,20,0.29339499999999996,0.014669749999999999,0.014669749999999999
ADRB1,10,115793795,115796657,0.058682,5,0.29341,6.443206867351843e-06,0.01380394421978572
SULT2A1,19,53065681,53081405,0.0183463125,16,0.293541,8.230535289170218e-07,0.008999016129490238
CPNE6,14,23614606,23617135,0.03262211111111111,9,0.293599,3.0603431783889904e-06,0.010349893120161944
SPAG9,17,46463292,46479238,0.058767400000000004,5,0.293837,4.0283222422897344e-06,0.013051720066981042
CEP120,5,122740966,122787151,0.010883814814814815,27,0.293863,6.50903981808216e-07,0.008129375982911906
WFDC6,20,43603897,43609442,0.011756440000000002,25,0.29391100000000003,1.3642740821487373e-06,0.008784615422321625
SPDYC,11,64694282,64697264,0.03267322222222222,9,0.294059,0.03267322222222222,0.03267322222222222
TIMM22,17,847106,852140,0.017302882352941175,17,0.294149,6.067307268984021e-07,0.00856388971434745
CLEC3A,16,76613943,76623499,0.015496684210526315,19,0.294437,0.015496684210526315,0.015496684210526315
OR10AG1,11,55491609,55492515,0.0590206,5,0.295103,3.0373083674523267e-06,0.012364428331481702
WIZ,19,15393317,15421762,0.0295126,10,0.295126,3.2426416885618693e-06,0.010583379909952112
CRISPLD1,8,76059530,76109350,0.011355307692307692,26,0.295238,1.8162318780054672e-07,0.008445928546444935
LGALS3BP,17,74478931,74487656,0.021099214285714287,14,0.295389,6.510860897206432e-07,0.008863424362619164
RBP7,1,9979860,9998665,0.0492475,6,0.295485,2.1453936709872173e-06,0.012039136936960017
FOXB2,9,78824390,78825689,0.029556100000000002,10,0.295561,0.029556100000000002,0.029556100000000002
NMNAT2,1,181518631,181526501,0.032850555555555556,9,0.295655,0.032850555555555556,0.032850555555555556
PRR14,16,30572930,30574036,0.14794300000000002,2,0.29588600000000004,0.14794300000000002,0.14794300000000002
FBRS,16,30583278,30589632,0.14794300000000002,2,0.29588600000000004,2.511505639790299e-05,0.02313778483192664
SENP7,3,102525807,102714775,0.005103275862068966,58,0.29599000000000003,3.803376619130739e-07,0.008854117217901542
WDR4,21,43143219,43172747,0.01022193103448276,29,0.29643600000000003,1.1426250673772954e-06,0.00823985749287126
FOXD1,5,72777840,72780108,0.037059125,8,0.296473,1.27021192908778e-06,0.010290488581705004
S100P,4,6746466,6749798,0.026952181818181816,11,0.29647399999999996,4.388390320540455e-06,0.010146864168902248
CRP,1,157948706,157950383,0.022807076923076926,13,0.29649200000000003,1.3406015025713225e-06,0.00959059015246625
NPR1,1,151917787,151933092,0.03295522222222222,9,0.296597,5.161434938114485e-06,0.010705971953562895
PRCD,17,72051479,72061255,0.024742250000000004,12,0.29690700000000003,1.3855104185514233e-06,0.009592216058229052
RLN3,19,14000016,14002783,0.032993666666666664,9,0.29694299999999996,0.032993666666666664,0.032993666666666664
